,title,year,month,genre,duration,country,language,budget,total_gross,net_income,critic_reviews,user_reviews,metascore,meta_hit
49847,"Donne, regole... e tanti guai!",2007,5,"Comedy, Drama",113,USA,English,20000000,25000167,5000167,85.0,130.0,25.0,0
49888,Cuori di vetro,2009,1,"Drama, Romance",99,USA,English,5000000,10726909,5726909,41.0,23.0,43.0,0
49891,Scary Movie 5,2013,4,"Comedy, Horror",88,USA,"English, Spanish, Latin",20000000,78378744,58378744,160.0,211.0,11.0,0
49914,You Kill Me,2007,7,"Comedy, Crime, Romance",93,USA,English,4000000,3748295,-251705,126.0,77.0,64.0,0
49938,Epic Movie,2007,4,"Adventure, Comedy",86,USA,English,20000000,87238158,67238158,114.0,688.0,17.0,0
49944,Non mi scaricare,2008,8,"Comedy, Drama, Romance",111,USA,"English, Hawaiian, German, Japanese",30000000,105833257,75833257,249.0,371.0,67.0,0
49946,Le colline hanno gli occhi 2,2007,5,"Horror, Thriller",89,USA,English,15000000,37697773,22697773,165.0,227.0,32.0,0
49947,L'incredibile Hulk,2008,6,"Action, Adventure, Sci-Fi",112,USA,"English, Portuguese, Spanish",150000000,264770996,114770996,398.0,808.0,61.0,0
49956,Sex List - Omicidio a tre,2008,8,"Crime, Drama, Mystery",107,USA,"English, Spanish, Cantonese",25000000,18024545,-6975455,99.0,113.0,31.0,0
49961,Appaloosa,2008,1,"Action, Crime, Drama",115,USA,"English, Apache languages, Spanish",20000000,27712362,7712362,190.0,221.0,64.0,0
49969,Thor,2011,4,"Action, Adventure, Fantasy",115,USA,English,150000000,449326618,299326618,563.0,917.0,57.0,0
49984,Una carriera a tutti i costi,2008,6,Comedy,86,USA,"English, Spanish",8000000,457690,-7542310,75.0,55.0,51.0,0
49995,Bratz,2007,6,"Comedy, Family, Music",110,USA,"English, Spanish",20000000,26013153,6013153,61.0,118.0,21.0,0
49996,Death Sentence,2007,8,"Action, Crime, Drama",105,USA,English,20000000,16974459,-3025541,176.0,343.0,36.0,0
50000,5 giorni fuori,2010,10,"Comedy, Drama, Romance",101,USA,English,8000000,6491240,-1508760,156.0,190.0,63.0,0
50007,-2 Livello del terrore,2007,7,"Crime, Horror, Thriller",98,USA,"English, Portuguese, Spanish",8000000,7766240,-233760,164.0,182.0,37.0,0
50009,Rendition - Detenzione illegale,2007,2,"Drama, Thriller",122,USA,"English, Arabic",27500000,27066382,-433618,136.0,212.0,55.0,0
50025,Affrontando i giganti,2006,9,"Drama, Fantasy, Sport",111,USA,English,100000,10307987,10207987,30.0,413.0,38.0,0
50112,Perdona e dimentica,2009,4,"Comedy, Drama",98,USA,English,4500000,807162,-3692838,153.0,33.0,69.0,0
50162,Jack e Jill,2011,2,Comedy,91,USA,English,79000000,149673788,70673788,162.0,356.0,23.0,0
50166,The Last Sin Eater,2007,2,Drama,117,USA,English,2200000,388390,-1811610,18.0,33.0,37.0,0
50183,Turn the River,2007,10,Drama,92,USA,English,500000,5149,-494851,20.0,12.0,55.0,0
50218,The Hammer,2007,4,"Comedy, Romance, Sport",88,USA,English,850000,443591,-406409,33.0,26.0,57.0,0
50229,Sette anime,2008,1,Drama,123,USA,"English, Spanish",55000000,169748929,114748929,210.0,689.0,36.0,0
50231,Il segreto di David,2009,4,"Crime, Thriller",101,USA,"English, German",20000000,31198531,11198531,126.0,157.0,33.0,0
50252,Davanti agli occhi,2007,12,"Drama, Fantasy, Mystery",90,USA,English,13000000,7248490,-5751510,78.0,82.0,38.0,0
50258,Lei è troppo per me,2010,6,"Comedy, Romance",104,USA,"English, Ukrainian",20000000,49779728,29779728,184.0,169.0,46.0,0
50259,Sydney White - Biancaneve al college,2007,9,"Comedy, Drama, Romance",108,USA,English,16500000,13620075,-2879925,71.0,57.0,45.0,0
50296,Il primo amore non si scorda mai,2010,9,"Comedy, Drama, Romance",90,USA,English,14000000,4225921,-9774079,78.0,175.0,45.0,0
50299,Appuntamento con l'amore,2010,3,"Comedy, Romance",125,USA,"English, Spanish, Russian, Italian",52000000,216485654,164485654,192.0,243.0,34.0,0
50300,Drillbit Taylor,2008,7,"Action, Comedy, Crime",110,USA,English,40000000,49944325,9944325,144.0,112.0,41.0,0
50362,La rivolta delle ex,2009,7,"Comedy, Fantasy, Romance",115,USA,"English, Japanese, Chinese, Spanish",37500000,102366815,64866815,153.0,129.0,34.0,0
50373,Io & Marley,2008,4,"Comedy, Drama, Family",111,USA,English,60000000,255743093,195743093,184.0,347.0,53.0,0
50375,Priest,2011,6,"Action, Horror, Thriller",87,USA,English,60000000,78309505,18309505,202.0,274.0,41.0,0
50377,Shooter,2007,4,"Action, Drama, Thriller",124,USA,English,61000000,95696996,34696996,203.0,377.0,53.0,0
50400,Changeling,2008,11,"Biography, Crime, Drama",141,USA,English,55000000,113398237,58398237,275.0,438.0,63.0,0
50403,Non è mai troppo tardi,2007,1,"Comedy, Drama",97,USA,English,45000000,175372502,130372502,203.0,368.0,42.0,0
50485,Honeydripper,2007,5,"Crime, Drama, History",124,USA,English,5000000,544925,-4455075,70.0,29.0,68.0,0
50497,Suxbad: Tre menti sopra il pelo,2007,9,Comedy,113,USA,English,20000000,170812526,150812526,268.0,660.0,76.0,1
50530,The Spirit,2008,12,"Action, Crime, Fantasy",103,USA,"English, French",60000000,39164441,-20835559,233.0,317.0,30.0,0
50566,Sherman's Way,2008,3,Comedy,97,USA,English,250000,13282,-236718,16.0,6.0,43.0,0
50602,Hotel Transylvania,2012,11,"Animation, Comedy, Family",91,USA,English,85000000,358375603,273375603,275.0,226.0,47.0,0
50608,House,2008,11,Horror,88,USA,English,2500000,1141018,-1358982,49.0,76.0,24.0,0
50615,Il treno per il Darjeeling,2007,4,"Adventure, Comedy, Drama",91,USA,"English, Hindi, German, Punjabi, Tibetan, French",16000000,35307949,19307949,261.0,319.0,67.0,0
50618,La pantera rosa 2,2009,3,"Action, Adventure, Comedy",92,USA,"English, French, Spanish, Italian",70000000,76025134,6025134,128.0,121.0,36.0,0
50621,After.Life,2009,8,"Drama, Mystery, Thriller",104,USA,English,4500000,2425535,-2074465,141.0,158.0,36.0,0
50623,Fratellastri a 40 anni,2008,10,Comedy,98,USA,"English, Spanish",65000000,128107642,63107642,186.0,352.0,51.0,0
50633,Semi-Pro,2008,2,"Comedy, Sport",91,USA,English,55000000,44004502,-10995498,165.0,131.0,47.0,0
50638,The Town,2010,10,"Crime, Drama, Thriller",125,USA,English,37000000,154026136,117026136,394.0,510.0,74.0,0
50645,Un nuovo marito per mamma,2007,12,"Comedy, Family, Fantasy",96,USA,English,20000000,5812781,-14187219,30.0,22.0,32.0,0
50648,Walk Hard - La storia di Dewey Cox,2007,3,"Comedy, Drama, Music",96,USA,English,35000000,20576198,-14423802,169.0,228.0,63.0,0
50676,Finishing the Game: The Search for a New Bruce Lee,2007,1,Comedy,84,USA,English,500000,53570,-446430,34.0,12.0,46.0,0
50684,The Brothers Bloom,2008,6,"Action, Adventure, Comedy",114,USA,"English, French, Czech, Japanese",20000000,5530764,-14469236,184.0,126.0,55.0,0
50692,Piovono polpette,2009,12,"Animation, Adventure, Comedy",90,USA,"English, French, Spanish",100000000,243006126,143006126,193.0,189.0,66.0,0
50694,The Collector,2009,7,"Action, Crime, Horror",90,USA,English,6000000,10234475,4234475,156.0,234.0,29.0,0
50697,College,2008,8,Comedy,94,USA,English,7000000,6265483,-734517,42.0,83.0,15.0,0
50773,The Avengers,2012,4,"Action, Adventure, Sci-Fi",143,USA,"English, Russian, Hindi",220000000,1518814206,1298814206,755.0,1934.0,69.0,0
50776,Epic - Il mondo segreto,2013,5,"Animation, Adventure, Family",102,USA,English,100000000,268426634,168426634,214.0,132.0,52.0,0
50807,La coniglietta di casa,2008,12,"Comedy, Romance",97,USA,English,25000000,70439696,45439696,132.0,149.0,55.0,0
50856,L'ospite inatteso,2007,12,Drama,104,USA,"English, French, Arabic, Romanian",4000000,18197518,14197518,233.0,170.0,79.0,1
50877,Super Troopers 2,2018,7,"Comedy, Crime, Mystery",100,USA,English,13500000,31626386,18126386,93.0,207.0,41.0,0
50879,Ladrón que roba a ladrón,2007,8,"Action, Adventure, Comedy",98,USA,Spanish,1200000,6875089,5675089,26.0,15.0,61.0,0
50890,Touching Home,2008,4,"Drama, Sport",108,USA,English,2000000,116353,-1883647,12.0,16.0,52.0,0
50905,Sunshine Cleaning,2008,4,"Comedy, Drama",91,USA,"English, Spanish",8000000,16580250,8580250,203.0,143.0,61.0,0
50920,Mr. Peabody e Sherman,2014,3,"Animation, Adventure, Comedy",92,USA,English,145000000,275698039,130698039,204.0,161.0,59.0,0
50989,Baby Mama,2008,7,"Comedy, Romance",99,USA,English,30000000,64444713,34444713,147.0,110.0,55.0,0
51015,My Soul to Take - Il cacciatore di anime,2010,10,"Horror, Mystery, Thriller",107,USA,English,25000000,21500813,-3499187,164.0,146.0,25.0,0
51023,Red State,2011,9,"Action, Crime, Horror",88,USA,English,4000000,1874460,-2125540,288.0,306.0,50.0,0
51044,Lake City,2008,4,"Crime, Drama",93,USA,English,4000000,12767,-3987233,19.0,16.0,29.0,0
51070,The Blind Side,2009,11,"Biography, Drama, Sport",129,USA,English,29000000,309208309,280208309,274.0,509.0,53.0,0
51072,Please Give,2010,6,"Comedy, Drama",87,USA,English,3000000,4313829,1313829,135.0,54.0,78.0,1
51081,Mangia prega ama,2010,9,"Biography, Drama, Romance",133,USA,"English, Italian, Portuguese",60000000,204594016,144594016,220.0,369.0,50.0,0
51092,Nella rete del serial killer,2008,8,"Crime, Mystery, Thriller",101,USA,English,35000000,52933513,17933513,196.0,267.0,32.0,0
51101,A proposito di Steve,2009,6,"Comedy, Romance",99,USA,"English, Spanish, French, American Sign Language",15000000,40105542,25105542,129.0,164.0,17.0,0
51135,"War, Inc.",2008,6,"Action, Comedy, Thriller",107,USA,"English, Hungarian",10000000,1296184,-8703816,79.0,116.0,37.0,0
51138,The Mist,2007,10,"Horror, Sci-Fi, Thriller",126,USA,English,18000000,57470220,39470220,362.0,1195.0,58.0,0
51141,Un testimone in affitto,2015,5,Comedy,101,USA,"English, Ukrainian",23000000,79799880,56799880,125.0,127.0,35.0,0
51180,The Hurt Locker,2008,10,"Drama, Thriller, War",131,USA,"English, Arabic",15000000,49230772,34230772,410.0,977.0,95.0,1
51199,Due cuori e una provetta,2010,11,"Comedy, Drama, Romance",101,USA,English,19000000,49843011,30843011,186.0,139.0,52.0,0
51221,Leoni per agnelli,2007,12,"Crime, Drama, Mystery",92,USA,English,35000000,64811540,29811540,230.0,308.0,47.0,0
51239,Letters to Juliet,2010,8,"Adventure, Comedy, Drama",105,USA,"English, Italian, Spanish",30000000,79628830,49628830,163.0,182.0,50.0,0
51246,Dragon Trainer,2010,3,"Animation, Action, Adventure",98,USA,English,165000000,494878759,329878759,311.0,634.0,75.0,1
51247,Mostri contro alieni,2009,4,"Animation, Action, Adventure",94,USA,English,175000000,381509870,206509870,231.0,210.0,56.0,0
51248,Shrek e vissero felici e contenti,2010,8,"Animation, Adventure, Comedy",93,USA,English,165000000,752600867,587600867,219.0,213.0,58.0,0
51282,Quella sera dorata,2009,10,"Drama, Romance",117,USA,"English, Spanish, French",8300000,1448788,-6851212,54.0,31.0,52.0,0
51292,Il nome del mio assassino,2007,8,"Crime, Drama, Mystery",106,USA,English,12000000,9669758,-2330242,145.0,281.0,16.0,0
51299,The Road,2009,5,Drama,111,USA,English,25000000,27639579,2639579,370.0,572.0,64.0,0
51316,Bride Wars - La mia migliore nemica,2009,2,"Comedy, Romance",89,USA,English,30000000,115375850,85375850,159.0,145.0,24.0,0
51335,I Sell the Dead,2008,10,"Comedy, Horror",85,USA,English,750000,8050,-741950,110.0,53.0,62.0,0
51353,Love & Mercy,2014,3,"Biography, Drama, Music",121,USA,English,10000000,28641776,18641776,274.0,161.0,80.0,1
51374,Why Did I Get Married?,2007,10,"Comedy, Drama",113,USA,English,15000000,55862886,40862886,42.0,104.0,54.0,0
51424,Strafumati,2008,11,"Action, Comedy, Crime",111,USA,"English, Cantonese, Korean",27000000,101624843,74624843,230.0,429.0,64.0,0
51427,WALL·E,2008,10,"Animation, Adventure, Family",98,USA,English,180000000,521311860,341311860,269.0,1287.0,95.0,1
51431,Blindato,2009,2,"Action, Crime, Thriller",88,USA,English,20000000,22942221,2942221,114.0,118.0,50.0,0
51441,Napa Valley - La grande annata,2008,9,"Comedy, Drama",110,USA,"English, French, German",5000000,4628553,-371447,109.0,102.0,56.0,0
51465,Il dubbio,2008,1,"Drama, Mystery",104,USA,English,20000000,51699984,31699984,297.0,402.0,68.0,0
51502,Crossing Over,2009,6,"Crime, Drama",113,USA,"English, Korean, Persian, Spanish, Arabic",19000000,3676533,-15323467,111.0,79.0,38.0,0
51575,Precious,2009,11,Drama,110,USA,"English, Italian",10000000,63649529,53649529,332.0,314.0,78.0,1
51623,Rabbit Hole,2010,2,Drama,91,USA,English,5000000,5144717,144717,246.0,157.0,76.0,1
51635,This Christmas,2007,12,"Comedy, Drama, Romance",117,USA,English,13000000,49778552,36778552,36.0,34.0,63.0,0
51640,L'ultimo dominatore dell'aria,2010,9,"Action, Adventure, Family",103,USA,English,150000000,319713881,169713881,291.0,1577.0,20.0,0
51692,Salt,2010,10,"Action, Mystery, Thriller",100,USA,"English, Russian, Korean",110000000,293503354,183503354,341.0,587.0,65.0,0
51715,Il cigno nero,2010,2,"Drama, Thriller",108,USA,"English, French, Italian",13000000,329398046,316398046,698.0,1283.0,79.0,1
51716,La terrazza sul lago,2008,10,"Crime, Drama, Thriller",110,USA,English,20000000,44655002,24655002,157.0,138.0,47.0,0
51719,The Amazing Spider-Man,2012,7,"Action, Adventure, Sci-Fi",136,USA,English,230000000,757930663,527930663,626.0,1339.0,66.0,0
51740,3 donne al verde,2008,1,"Comedy, Crime, Thriller",104,USA,English,22000000,26412163,4412163,95.0,61.0,41.0,0
51748,Alvin Superstar,2007,1,"Animation, Comedy, Family",92,USA,"English, French, Spanish, Japanese",60000000,365352546,305352546,132.0,157.0,39.0,0
51770,The Yellow Handkerchief,2008,11,"Drama, Romance",102,USA,English,15500000,318623,-15181377,59.0,45.0,62.0,0
51777,I dieci comandamenti,2007,10,"Animation, Family",88,USA,English,10000000,1051907,-8948093,20.0,30.0,25.0,0
51794,The Black Waters of Echo's Pond,2009,4,"Fantasy, Horror, Thriller",89,USA,English,5000000,224409,-4775591,55.0,27.0,31.0,0
51798,Zohan - Tutte le donne vengono al pettine,2008,10,Comedy,113,USA,"English, Hebrew",90000000,204313400,114313400,205.0,426.0,54.0,0
51801,Adventures of Power,2008,1,"Comedy, Music",89,USA,English,2500000,17419,-2482581,45.0,12.0,39.0,0
51802,Racconti incantati,2008,3,"Comedy, Family, Fantasy",99,USA,English,80000000,212874864,132874864,149.0,133.0,33.0,0
51805,Holding Trevor,2007,6,"Drama, Romance",88,USA,English,55000,16814,-38186,14.0,14.0,36.0,0
51814,Un segreto tra di noi,2008,9,Drama,120,USA,English,8000000,6692182,-1307818,70.0,57.0,34.0,0
51826,High School Musical 3: Senior Year,2008,10,"Comedy, Drama, Family",112,USA,English,11000000,252909177,241909177,131.0,189.0,57.0,0
51835,Repo! The Genetic Opera,2008,11,"Horror, Musical, Sci-Fi",98,USA,English,8500000,188126,-8311874,139.0,283.0,32.0,0
51841,L'apprendista stregone,2010,8,"Action, Adventure, Family",109,USA,"English, Cantonese, Ukrainian",150000000,215283742,65283742,241.0,260.0,46.0,0
51848,The Fighter,2010,3,"Biography, Drama, Sport",116,USA,English,25000000,129190869,104190869,416.0,447.0,79.0,1
51850,Pathology,2008,4,"Crime, Thriller",95,USA,English,8000000,3234706,-4765294,78.0,127.0,55.0,0
51862,The Merry Gentleman,2008,12,"Crime, Drama, Thriller",110,USA,English,5000000,347977,-4652023,59.0,32.0,55.0,0
51863,The Conspirator,2010,6,"Crime, Drama, History",122,USA,English,25000000,15625544,-9374456,203.0,152.0,55.0,0
51891,Ember - Il mistero della città di luce,2008,12,"Adventure, Family, Fantasy",90,USA,English,55000000,17929684,-37070316,123.0,124.0,58.0,0
51904,Vi presento i nostri,2010,1,"Comedy, Romance",98,USA,"English, Ukrainian",100000000,310650585,210650585,182.0,168.0,27.0,0
51916,A Perfect Getaway - Una perfetta via di fuga,2009,8,"Drama, Mystery, Thriller",98,USA,English,14000000,22955544,8955544,104.0,254.0,63.0,0
51931,Red,2008,1,"Drama, Thriller",93,USA,English,2500000,15617,-2484383,66.0,54.0,61.0,0
51947,Lezioni d'amore,2008,4,"Drama, Romance",112,USA,"English, Spanish",13000000,14894347,1894347,139.0,117.0,66.0,0
51951,17 again - Ritorno al liceo,2009,5,"Comedy, Drama, Fantasy",102,USA,English,20000000,136316880,116316880,194.0,225.0,48.0,0
51975,Bandslam - High School Band,2009,9,"Comedy, Drama, Family",111,USA,English,20000000,12225023,-7774977,78.0,44.0,66.0,0
51977,Daddy Sitter,2009,3,"Comedy, Family",88,USA,"English, Ukrainian",35000000,96753696,61753696,124.0,129.0,19.0,0
51979,"Surfer, Dude",2008,4,Comedy,85,USA,English,6000000,52132,-5947868,20.0,42.0,16.0,0
52002,Frozen river - Fiume di ghiaccio,2008,3,"Crime, Drama",97,USA,"English, French, Chinese, Urdu, Mohawk",1000000,5457664,4457664,158.0,105.0,82.0,1
52008,Lottery Ticket,2010,8,Comedy,99,USA,English,17000000,24719879,7719879,62.0,29.0,50.0,0
52018,The Lucky Ones - Un viaggio inaspettato,2008,9,"Comedy, Drama, War",115,USA,English,15000000,287567,-14712433,56.0,37.0,53.0,0
52020,Nick & Norah - Tutto accadde in una notte,2008,2,"Comedy, Drama, Music",90,USA,English,10000000,33556631,23556631,169.0,157.0,64.0,0
52039,Fantasy Island,2020,2,"Action, Adventure, Fantasy",109,USA,English,7000000,47315959,40315959,154.0,635.0,22.0,0
52054,Multiple Sarcasms,2010,4,Drama,97,USA,English,2500000,29731,-2470269,18.0,13.0,35.0,0
52071,Machete,2010,5,"Action, Crime, Thriller",105,USA,"English, Spanish, Hungarian",10500000,45491656,34991656,412.0,409.0,60.0,0
52081,Il mondo dei replicanti,2009,1,"Action, Sci-Fi, Thriller",89,USA,English,80000000,122444772,42444772,274.0,273.0,45.0,0
52091,Traitor,2008,8,"Action, Crime, Drama",114,USA,"English, Arabic",22000000,27675014,5675014,139.0,139.0,61.0,0
52095,27 volte in bianco,2008,3,"Comedy, Romance",111,USA,English,30000000,162655351,132655351,180.0,173.0,47.0,0
52100,In Search of a Midnight Kiss,2007,8,"Comedy, Romance",90,USA,English,25000,1294176,1269176,87.0,48.0,64.0,0
52106,Dear John,2010,5,"Drama, Romance, War",108,USA,English,25000000,114984666,89984666,166.0,230.0,43.0,0
52118,The Green Hornet,2011,1,"Action, Comedy, Crime",119,USA,"English, Mandarin",120000000,227817248,107817248,453.0,480.0,39.0,0
52145,The Wolf of Wall Street,2013,1,"Biography, Crime, Drama",180,USA,"English, French",100000000,392000694,292000694,645.0,1466.0,75.0,1
52232,Straw Dogs,2011,9,"Action, Drama, Thriller",110,USA,English,25000000,11168712,-13831288,195.0,151.0,45.0,0
52250,Sex and the City,2008,5,"Comedy, Drama, Romance",145,USA,English,65000000,418765321,353765321,232.0,495.0,53.0,0
52259,Megamind,2010,12,"Animation, Action, Comedy",95,USA,English,130000000,321885765,191885765,237.0,260.0,63.0,0
52264,Witless Protection,2008,2,"Comedy, Crime",99,USA,English,7500000,4161625,-3338375,36.0,24.0,17.0,0
52278,The Young Messiah,2016,3,"Drama, Fantasy",111,USA,English,18500000,7330338,-11169662,39.0,40.0,33.0,0
52304,Countdown,2019,11,"Horror, Thriller",90,USA,"English, Latin",6500000,48021766,41521766,120.0,312.0,31.0,0
52318,Il giorno sbagliato,2020,9,"Action, Thriller",90,USA,English,33000000,21025406,-11974594,119.0,159.0,40.0,0
52334,Open Road - La strada per ricominciare,2009,8,"Comedy, Drama",90,USA,English,10000000,19716,-9980284,21.0,12.0,47.0,0
52335,Zack & Miri - Amore a... primo sesso,2008,6,"Comedy, Romance",101,USA,English,24000000,42784344,18784344,250.0,262.0,56.0,0
52410,Redbelt,2008,9,"Drama, Sport",99,USA,"English, Portuguese, Japanese",7000000,2674090,-4325910,162.0,122.0,69.0,0
52419,Innocenti bugie,2010,10,"Action, Adventure, Comedy",109,USA,"English, German, Spanish",117000000,261989769,144989769,297.0,405.0,46.0,0
52421,Milk,2008,1,"Biography, Drama",128,USA,English,20000000,54589558,34589558,333.0,311.0,84.0,1
52423,Dylan Dog - Il film,2010,3,"Action, Comedy, Crime",108,USA,English,20000000,5782515,-14217485,140.0,76.0,31.0,0
52454,The Sisterhood of Night,2014,10,"Drama, Mystery, Thriller",104,USA,English,1000000,6870,-993130,24.0,22.0,60.0,0
52467,Fame - Saranno Famosi,2009,10,"Comedy, Drama, Musical",107,USA,English,18000000,77211836,59211836,134.0,82.0,39.0,0
52484,The Runaways,2010,4,"Biography, Drama, Music",106,USA,English,10000000,4681651,-5318349,257.0,140.0,65.0,0
