,title,year,month,genre,duration,country,language,budget,total_gross,net_income,critic_reviews,user_reviews,metascore,meta_hit
46744,Una parola per un sogno,2006,4,"Drama, Family",112,USA,English,8000000,18948425,10948425,97.0,178.0,72.0,0
46746,Gli scaldapanchina,2006,7,"Comedy, Sport",85,USA,"English, Spanish",33000000,64962629,31962629,91.0,226.0,25.0,0
46749,L'era glaciale 2 - Il disgelo,2006,4,"Animation, Adventure, Comedy",91,USA,English,80000000,667094506,587094506,73.0,268.0,58.0,0
46760,Side Effects,2005,9,"Comedy, Drama, Romance",90,USA,English,30000000,2216,-29997784,7.0,32.0,46.0,0
46762,Ten 'til Noon,2006,2,"Crime, Mystery, Thriller",83,USA,English,750000,6404,-743596,14.0,23.0,57.0,0
46785,Correndo con le forbici in mano,2006,3,"Comedy, Drama",116,USA,English,12000000,7460797,-4539203,137.0,193.0,52.0,0
46792,The Boynton Beach Bereavement Club,2005,8,"Comedy, Romance",105,USA,English,1500000,3572758,2072758,34.0,29.0,61.0,0
46798,Dirty,2005,1,"Crime, Drama, Thriller",97,USA,"English, Spanish",3000000,274245,-2725755,20.0,45.0,37.0,0
46826,Steel City,2006,1,"Crime, Drama, Thriller",95,USA,English,350000,10227,-339773,23.0,13.0,67.0,0
46833,What Love Is,2007,3,"Comedy, Romance",93,USA,English,8500000,18901,-8481099,14.0,34.0,14.0,0
46859,Il mio sogno più grande,2007,7,"Biography, Drama, Sport",95,USA,English,9000000,3826568,-5173432,63.0,27.0,52.0,0
46884,Kung Fu Panda,2008,8,"Animation, Action, Adventure",92,USA,English,130000000,631746197,501746197,275.0,429.0,74.0,0
46889,Stay Alive,2006,3,"Fantasy, Horror, Mystery",85,USA,English,7000000,27298695,20298695,114.0,285.0,24.0,0
46933,"I tuoi, i miei e i nostri",2005,5,"Comedy, Family, Fantasy",88,USA,English,45000000,72662923,27662923,75.0,118.0,38.0,0
46938,Another Gay Movie,2006,5,"Comedy, Romance",92,USA,English,500000,745327,245327,47.0,72.0,37.0,0
46949,Dreamgirls,2006,1,"Drama, Music, Musical",130,USA,English,70000000,155430335,85430335,236.0,529.0,76.0,1
46951,Edmond,2005,11,"Drama, Thriller",82,USA,English,10000000,243524,-9756476,90.0,120.0,61.0,0
46953,Film Geek,2005,1,Comedy,78,USA,English,10000,17341,7341,32.0,22.0,35.0,0
46960,Cappuccetto rosso e gli insoliti sospetti,2005,6,"Animation, Comedy, Crime",80,USA,"English, Spanish",30000000,139998200,109998200,147.0,265.0,45.0,0
46971,The Sentinel,2006,6,"Action, Crime, Thriller",108,USA,English,60000000,78810595,18810595,165.0,227.0,49.0,0
46979,Zodiac,2007,5,"Crime, Drama, Mystery",157,USA,English,65000000,84785914,19785914,409.0,782.0,78.0,1
47002,I segni del male,2007,4,"Horror, Thriller",99,USA,"English, Spanish",40000000,62771059,22771059,190.0,191.0,36.0,0
47045,Blades of Glory - Due pattini per la gloria,2007,7,"Comedy, Sport",93,USA,"English, Japanese",61000000,145710347,84710347,151.0,274.0,64.0,0
47054,Imbattibile,2006,1,"Biography, Drama, Sport",105,USA,English,40000000,58480828,18480828,125.0,160.0,63.0,0
47060,Ti va di ballare?,2006,4,"Drama, Music",118,USA,English,30000000,66500090,36500090,103.0,130.0,55.0,0
47085,Deal - Il Re del Poker,2008,6,"Comedy, Drama, Thriller",85,USA,English,5000000,85076,-4914924,26.0,23.0,35.0,0
47131,Una voce nella notte,2006,1,"Crime, Drama, Horror",91,USA,English,4000000,10639686,6639686,127.0,166.0,51.0,0
47142,Hancock,2008,9,"Action, Fantasy",92,USA,"English, Japanese, Vietnamese",150000000,629443428,479443428,302.0,657.0,49.0,0
47143,Two Weeks,2006,10,"Comedy, Drama",102,USA,English,2400000,47986,-2352014,35.0,20.0,44.0,0
47159,Il gatto con gli stivali,2011,12,"Animation, Adventure, Comedy",90,USA,"English, Spanish",130000000,554987477,424987477,256.0,157.0,65.0,0
47174,Little Miss Sunshine,2006,9,"Comedy, Drama",101,USA,English,8000000,101058954,93058954,254.0,952.0,80.0,1
47178,Dominion: Prequel to the Exorcist,2005,8,"Drama, Horror, Thriller",117,USA,English,30000000,251495,-29748505,83.0,138.0,55.0,0
47179,Pirati dei Caraibi - Ai confini del mondo,2007,5,"Action, Adventure, Fantasy",169,USA,English,300000000,960996492,660996492,327.0,1296.0,50.0,0
47233,Identità sospette,2006,6,"Crime, Drama, Mystery",85,USA,English,3700000,3419456,-280544,62.0,89.0,44.0,0
47237,1408,2007,11,"Fantasy, Horror, Mystery",104,USA,English,25000000,132963417,107963417,314.0,638.0,64.0,0
47238,Aiuto vampiro,2009,5,"Action, Adventure, Fantasy",119,USA,"English, Spanish, French",40000000,39291383,-708617,166.0,198.0,43.0,0
47260,The Gospel,2005,10,"Drama, Music",105,USA,English,4000000,15778152,11778152,24.0,71.0,46.0,0
47262,Ortone e il mondo dei Chi,2008,4,"Animation, Adventure, Comedy",86,USA,English,85000000,298572799,213572799,196.0,162.0,71.0,0
47281,Non è peccato,2006,9,Drama,90,USA,"Spanish, English",400000,2522787,2122787,68.0,48.0,72.0,0
47332,"Ti odio, ti lascio, ti...",2006,9,"Comedy, Drama, Romance",106,USA,English,52000000,205668210,153668210,190.0,525.0,45.0,0
47336,Gone Baby Gone,2007,4,"Crime, Drama, Mystery",114,USA,English,19000000,34612443,15612443,267.0,566.0,72.0,0
47337,Intrigo a Berlino,2006,3,"Drama, Mystery, Romance",105,USA,"English, German, Russian",32000000,5914908,-26085092,189.0,180.0,49.0,0
47343,Lady in the Water,2006,9,"Drama, Fantasy, Mystery",110,USA,English,70000000,72785169,2785169,291.0,1087.0,36.0,0
47354,Un amore all'improvviso,2009,10,"Drama, Fantasy, Romance",107,USA,English,39000000,101344412,62344412,218.0,276.0,47.0,0
47356,Vacancy,2007,7,"Horror, Thriller",85,USA,English,19000000,35442935,16442935,230.0,346.0,54.0,0
47358,Never Been Thawed,2005,4,Comedy,87,USA,English,35000,47219,12219,14.0,23.0,41.0,0
47393,Beer League,2006,9,"Comedy, Sport",86,USA,English,2800000,472185,-2327815,23.0,60.0,40.0,0
47398,Hoot,2006,5,"Adventure, Comedy, Family",95,USA,English,15000000,8224998,-6775002,49.0,71.0,46.0,0
47409,42 - La vera storia di una leggenda americana,2013,4,"Biography, Drama, Sport",128,USA,English,40000000,97470701,57470701,222.0,248.0,62.0,0
47440,Bubble,2005,5,"Crime, Drama, Mystery",73,USA,English,1600000,261966,-1338034,96.0,111.0,63.0,0
47445,Inside Man,2006,4,"Crime, Drama, Mystery",129,USA,"English, Albanian, Spanish",45000000,186003591,141003591,233.0,722.0,76.0,1
47456,La ricerca della felicità,2006,1,"Biography, Drama",117,USA,"English, Cantonese",55000000,307127625,252127625,190.0,783.0,64.0,0
47462,Turistas,2006,6,"Horror, Mystery, Thriller",93,USA,"English, Portuguese",10000000,14756513,4756513,150.0,235.0,36.0,0
47474,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,4,"Animation, Action, Adventure",86,USA,English,750000,5520368,4770368,82.0,77.0,54.0,0
47487,Riunione di famiglia con pallottole,2006,2,"Comedy, Drama, Romance",107,USA,"English, Spanish",6000000,63368939,57368939,46.0,149.0,45.0,0
47491,Dead Silence,2007,3,"Horror, Mystery, Thriller",89,USA,English,20000000,22382047,2382047,174.0,358.0,34.0,0
47499,Chiamata da uno sconosciuto,2006,6,"Horror, Thriller",87,USA,English,15000000,67062123,52062123,160.0,498.0,27.0,0
47505,The Equalizer - Il vendicatore,2014,10,"Action, Crime, Thriller",132,USA,"English, Russian, Spanish",55000000,192330738,137330738,328.0,619.0,57.0,0
47508,Fuga dal matrimonio,2006,9,"Comedy, Drama, Music",98,USA,English,3000000,818970,-2181030,21.0,33.0,57.0,0
47509,The Hitcher,2007,5,"Crime, Thriller",84,USA,English,10000000,25399945,15399945,180.0,283.0,28.0,0
47594,Come Early Morning,2006,8,"Drama, Romance",97,USA,English,6000000,161408,-5838592,36.0,28.0,64.0,0
47601,Land of the Lost,2009,12,"Action, Adventure, Comedy",102,USA,English,100000000,68777554,-31222446,156.0,287.0,32.0,0
47604,Perfect Stranger,2007,4,"Crime, Horror, Mystery",109,USA,English,60795000,73534117,12739117,166.0,184.0,31.0,0
47606,The Reception,2005,4,"Comedy, Drama, Romance",80,USA,English,5000,18389,13389,13.0,8.0,64.0,0
47630,L'amore non va in vacanza,2006,2,"Comedy, Romance",136,USA,English,85000000,205841885,120841885,161.0,565.0,52.0,0
47642,Captain America - Il primo Vendicatore,2011,7,"Action, Adventure, Sci-Fi",124,USA,"English, Norwegian, French",140000000,370569774,230569774,557.0,892.0,66.0,0
47651,Sin City - Una donna per cui uccidere,2014,10,"Action, Crime, Thriller",102,USA,English,65000000,39407616,-25592384,363.0,265.0,46.0,0
47785,Come d'incanto,2007,12,"Animation, Comedy, Family",107,USA,English,85000000,340487652,255487652,231.0,421.0,75.0,1
47807,Black Snake Moan,2006,3,"Drama, Music",116,USA,English,15000000,10907485,-4092515,199.0,224.0,52.0,0
47811,Nome in codice - Cleaner,2007,1,"Action, Comedy, Crime",84,USA,English,20000000,10337477,-9662523,52.0,32.0,33.0,0
47815,Il campeggio dei papà,2007,11,"Comedy, Family",89,USA,English,6000000,18197398,12197398,54.0,46.0,13.0,0
47825,L'imbroglio,2006,10,"Comedy, Drama",116,USA,English,25000000,11772461,-13227539,139.0,73.0,70.0,0
47826,How to Eat Fried Worms,2006,8,"Comedy, Family",80,USA,English,26000000,13098996,-12901004,44.0,34.0,56.0,0
47831,Larry the Cable Guy: Health Inspector,2006,3,"Comedy, Romance",89,USA,English,4000000,15680099,11680099,36.0,116.0,21.0,0
47846,Scuola per canaglie,2006,8,Comedy,100,USA,English,35000000,24470583,-10529417,111.0,100.0,44.0,0
47847,I Simpson - Il film,2007,9,"Animation, Adventure, Comedy",87,USA,English,75000000,536414270,461414270,295.0,852.0,80.0,1
47852,The Treatment,2006,4,"Comedy, Drama, Romance",86,USA,English,900000,83354,-816646,29.0,10.0,54.0,0
47854,Step Up,2006,1,"Crime, Drama, Music",104,USA,English,12000000,114197742,102197742,101.0,286.0,48.0,0
47874,"Tu, io e Dupree",2006,11,"Comedy, Romance",110,USA,English,54000000,130628903,76628903,140.0,197.0,46.0,0
47946,American Dreamz,2006,6,"Comedy, Music",107,USA,"English, Mandarin",17000000,16656103,-343897,152.0,223.0,45.0,0
47953,Il mistero delle pagine perdute,2007,12,"Action, Adventure, Mystery",124,USA,"English, French",130000000,459242249,329242249,176.0,324.0,48.0,0
47957,Un delfino per amico,2006,8,"Comedy, Drama, Family",102,USA,English,2500000,72310,-2427690,18.0,20.0,54.0,0
47961,Disappearances,2006,2,"Action, Adventure, Drama",118,USA,"English, French",1500000,7506,-1492494,15.0,20.0,57.0,0
47969,Michael Clayton,2007,10,"Crime, Drama, Mystery",119,USA,English,25000000,92991835,67991835,313.0,401.0,82.0,1
47973,Shoot 'em up - Spara o muori,2007,4,"Action, Thriller",86,USA,"English, Italian",39000000,27122238,-11877762,217.0,453.0,49.0,0
47975,La mia super ex-ragazza,2006,11,"Comedy, Romance, Sci-Fi",96,USA,English,30000000,61108981,31108981,85.0,213.0,50.0,0
48031,ATL,2006,3,"Comedy, Crime, Drama",105,USA,English,20000000,21170563,1170563,51.0,98.0,63.0,0
48032,Margaret,2011,6,Drama,150,USA,English,14000000,564864,-13435136,126.0,129.0,61.0,0
48034,Omen - Il presagio,2006,6,"Action, Adventure, Fantasy",110,USA,"English, Italian",25000000,119974972,94974972,239.0,568.0,43.0,0
48068,Half Nelson,2006,9,Drama,106,USA,English,700000,4660481,3960481,210.0,209.0,85.0,1
48073,Old Joy,2006,1,Drama,76,USA,English,300000,301047,1047,99.0,63.0,84.0,1
48076,The Situation,2006,10,"Drama, War",111,USA,"English, Arabic",1000000,48896,-951104,25.0,13.0,45.0,0
48120,The Astronaut Farmer,2006,2,"Adventure, Drama, Sci-Fi",104,USA,"English, Spanish",13000000,11130889,-1869111,110.0,141.0,55.0,0
48123,Il petroliere,2007,2,Drama,158,USA,"English, American Sign Language",25000000,76181545,51181545,344.0,1327.0,93.0,1
48129,World Trade Center,2006,10,"Drama, History, Thriller",129,USA,English,65000000,163247198,98247198,244.0,580.0,66.0,0
48185,Landshark: rischio a Wall Street,2008,10,Drama,88,USA,English,3400000,12636,-3387364,38.0,35.0,39.0,0
48197,For Your Consideration,2006,11,Comedy,86,USA,"English, French",12000000,5925637,-6074363,120.0,158.0,68.0,0
48221,Tower Heist - Colpo ad alto livello,2011,11,"Action, Comedy, Crime",104,USA,"English, Spanish, Chinese",75000000,152930623,77930623,239.0,217.0,59.0,0
48249,9,2009,9,"Animation, Action, Adventure",79,USA,English,30000000,48428063,18428063,276.0,271.0,60.0,0
48252,Bart Got a Room,2008,4,Comedy,80,USA,English,2000000,53760,-1946240,29.0,25.0,57.0,0
48266,Notorious B.I.G.,2009,7,"Biography, Crime, Drama",122,USA,English,20000000,44420167,24420167,132.0,105.0,60.0,0
48270,Alone with Her,2006,7,"Crime, Drama, Thriller",78,USA,"English, Spanish",1000000,1677967,677967,71.0,34.0,65.0,0
48272,Professione assassino,2011,8,"Action, Thriller",93,USA,English,40000000,76130093,36130093,259.0,211.0,49.0,0
48297,Closing Escrow,2007,2,Comedy,93,USA,English,600000,8719,-591281,17.0,8.0,58.0,0
48298,Crossover,2006,9,"Action, Sport",95,USA,English,5800000,7009668,1209668,26.0,34.0,30.0,0
48303,Prince of Persia - Le sabbie del tempo,2010,5,"Action, Adventure, Fantasy",116,USA,English,200000000,336365676,136365676,314.0,477.0,50.0,0
48307,Coffee Date,2006,11,"Comedy, Romance",91,USA,English,200000,4412,-195588,6.0,16.0,47.0,0
48310,Waitress - Ricette d'amore,2007,10,"Comedy, Drama, Romance",108,USA,English,1500000,22240529,20740529,178.0,216.0,75.0,1
48331,Che bel pasticcio,2006,7,"Comedy, Romance",97,USA,English,2000000,7196,-1992804,6.0,22.0,38.0,0
48392,Shut Up and Sing,2006,11,"Comedy, Drama, Music",96,USA,English,1000000,2811468,1811468,21.0,25.0,39.0,0
48422,I pirati fannulloni,2008,3,"Animation, Adventure, Comedy",85,USA,English,15000000,13247725,-1752275,36.0,26.0,49.0,0
48459,Il buio nell'anima,2007,9,"Action, Crime, Drama",122,USA,English,70000000,69787394,-212606,185.0,304.0,56.0,0
48467,Norbit,2007,3,"Comedy, Romance",103,USA,English,60000000,159814490,99814490,128.0,308.0,27.0,0
48469,Premonition,2007,9,"Drama, Fantasy, Thriller",96,USA,English,20000000,84297309,64297309,147.0,369.0,29.0,0
48470,Rocket Science,2007,9,"Comedy, Drama",101,USA,English,6000000,763578,-5236422,88.0,55.0,73.0,0
48471,Unstoppable - Fuori controllo,2010,11,"Action, Thriller",98,USA,English,100000000,167805466,67805466,325.0,371.0,69.0,0
48483,"Molto forte, incredibilmente vicino",2011,5,"Adventure, Drama, Mystery",129,USA,English,40000000,55247881,15247881,292.0,378.0,46.0,0
48521,21,2008,4,"Crime, Drama, History",123,USA,English,35000000,159808370,124808370,152.0,315.0,48.0,0
48522,Cthulhu,2007,12,"Drama, Horror, Thriller",100,USA,English,750000,15213,-734787,29.0,59.0,41.0,0
48535,Nightmare Man,2006,8,"Comedy, Horror, Thriller",89,USA,English,250000,97182,-152818,34.0,40.0,46.0,0
48545,The Tree of Life,2011,5,"Drama, Fantasy",139,USA,English,32000000,58409247,26409247,616.0,1099.0,85.0,1
48547,Molto incinta,2007,10,"Comedy, Romance",129,USA,English,30000000,219922417,189922417,247.0,586.0,85.0,1
48577,Ant-Man,2015,8,"Action, Adventure, Comedy",117,USA,English,130000000,519311965,389311965,585.0,726.0,64.0,0
48585,G.I. Jesus,2006,9,"Drama, Fantasy",100,USA,English,2000000,8593,-1991407,9.0,1.0,57.0,0
48590,Rocky Balboa,2006,1,"Action, Drama, Sport",102,USA,"English, Spanish",24000000,155929020,131929020,301.0,1013.0,63.0,0
48592,Special,2006,11,"Comedy, Drama, Sci-Fi",81,USA,English,1000000,14967,-985033,56.0,42.0,57.0,0
48609,Nancy Drew,2007,8,"Comedy, Crime, Family",99,USA,English,20000000,30666930,10666930,86.0,107.0,53.0,0
48613,Caccia spietata,2006,5,"Action, Drama, Thriller",115,USA,English,18000000,1220058,-16779942,135.0,140.0,62.0,0
48629,Crank,2006,7,"Action, Crime, Thriller",88,USA,"English, Spanish, Korean",12000000,42931041,30931041,175.0,466.0,57.0,0
48636,Madagascar 2,2008,12,"Animation, Adventure, Comedy",89,USA,"English, Italian",150000000,603900354,453900354,165.0,151.0,61.0,0
48641,L'ultimo dei Templari,2011,6,"Action, Adventure, Fantasy",95,USA,"English, Latin",40000000,91627228,51627228,290.0,254.0,28.0,0
48652,Atlas Shrugged: Part I,2011,4,"Drama, Mystery, Sci-Fi",97,USA,English,20000000,4627375,-15372625,65.0,330.0,28.0,0
48653,L'amore secondo Dan,2007,3,"Comedy, Drama, Romance",98,USA,English,25000000,68474305,43474305,220.0,278.0,65.0,0
48654,Io sono leggenda,2007,1,"Action, Adventure, Drama",101,USA,English,150000000,585410052,435410052,330.0,1548.0,65.0,0
48655,Ira & Abby,2006,5,"Comedy, Romance",104,USA,English,3500000,563611,-2936389,29.0,24.0,62.0,0
48672,Libera uscita,2011,6,"Comedy, Romance",105,USA,English,36000000,86157237,50157237,239.0,174.0,45.0,0
48687,Sapori e dissapori,2007,9,"Comedy, Drama, Romance",104,USA,English,28000000,92601050,64601050,175.0,144.0,50.0,0
48704,I Croods,2013,3,"Animation, Action, Adventure",98,USA,English,135000000,587204668,452204668,272.0,239.0,55.0,0
48709,"Harold & Kumar, due amici in fuga",2008,4,"Adventure, Comedy",114,USA,"English, Spanish, French",12000000,43495888,31495888,150.0,180.0,57.0,0
48761,Space Chimps - Missione spaziale,2008,2,"Animation, Adventure, Comedy",81,USA,English,37000000,65097693,28097693,78.0,48.0,36.0,0
48762,The Strangers,2008,1,"Horror, Thriller",86,USA,English,9000000,82410456,73410456,297.0,809.0,47.0,0
48792,L'uomo dell'anno,2006,5,"Comedy, Drama, Romance",115,USA,English,20000000,42472472,22472472,105.0,243.0,39.0,0
48794,Nobel son - Un colpo da Nobel,2007,12,"Comedy, Crime, Drama",110,USA,English,4000000,550782,-3449218,58.0,43.0,28.0,0
48831,Il risveglio delle tenebre,2007,11,"Adventure, Drama, Family",99,USA,English,45000000,31852619,-13147381,106.0,167.0,38.0,0
48882,Red Tails,2012,1,"Action, Drama, History",125,USA,"English, Italian, German",58000000,50365498,-7634502,148.0,304.0,46.0,0
48897,Festa della Birra,2006,8,Comedy,110,USA,"English, German",17500000,20387597,2887597,92.0,184.0,46.0,0
48903,Fred Claus - Un fratello sotto l'albero,2007,11,"Comedy, Family, Fantasy",116,USA,English,100000000,97838349,-2161651,142.0,137.0,42.0,0
48925,Disturbia,2007,8,"Crime, Drama, Mystery",105,USA,"English, Spanish",20000000,118114220,98114220,247.0,531.0,62.0,0
48994,Mi sono perso il Natale,2006,1,"Adventure, Comedy, Family",90,USA,"English, Spanish",25000000,21949234,-3050766,78.0,64.0,43.0,0
49022,Fanboys,2009,10,"Adventure, Comedy, Drama",90,USA,English,3900000,961203,-2938797,78.0,75.0,45.0,0
49027,The Living Wake,2007,6,Comedy,91,USA,English,500000,12232,-487768,27.0,10.0,37.0,0
49029,My Name Is Bruce,2007,12,"Comedy, Fantasy, Horror",84,USA,English,1500000,173066,-1326934,108.0,93.0,36.0,0
49030,Il diario di una tata,2007,11,"Comedy, Drama, Romance",106,USA,"English, French, Spanish",20000000,47817020,27817020,96.0,90.0,46.0,0
49031,La notte dei morti viventi,2006,11,Horror,80,USA,English,750000,1657729,907729,49.0,65.0,32.0,0
49033,Stop-Loss,2008,3,"Drama, War",112,USA,English,25000000,11212953,-13787047,145.0,104.0,61.0,0
49034,Strange Wilderness,2008,2,"Adventure, Comedy",87,USA,English,20000000,6964734,-13035266,58.0,129.0,12.0,0
49073,L'amore si fa largo,2006,7,Comedy,99,USA,English,3000000,7403491,4403491,36.0,97.0,36.0,0
49074,Reign Over Me,2007,8,Drama,124,USA,English,20000000,22242388,2242388,156.0,242.0,61.0,0
49100,Something Borrowed - L'amore non ha regole,2011,5,"Comedy, Drama, Romance",112,USA,English,35000000,65100369,30100369,133.0,183.0,36.0,0
49101,Spiral,2007,1,"Drama, Thriller",90,USA,English,600000,3072,-596928,45.0,38.0,40.0,0
49157,Cambio di gioco,2007,7,"Comedy, Family, Sport",110,USA,English,22000000,147880543,125880543,116.0,91.0,44.0,0
49176,"CHIPS, (dis)ordine pubblico",2017,7,"Action, Comedy, Crime",100,USA,"English, Spanish",25000000,26800152,1800152,122.0,198.0,28.0,0
49198,Ramona and Beezus,2010,7,"Comedy, Drama, Family",104,USA,English,15000000,27293743,12293743,79.0,55.0,56.0,0
49226,A casa con i miei,2008,2,"Comedy, Romance",104,USA,English,35000000,43655418,8655418,74.0,45.0,46.0,0
49305,Ocean's Thirteen,2007,6,"Action, Crime, Thriller",122,USA,"English, Mandarin, Spanish, French",85000000,311312624,226312624,252.0,322.0,62.0,0
49340,Tutti i numeri del sesso,2007,3,"Comedy, Drama, Fantasy",117,USA,English,5000000,1229330,-3770670,41.0,29.0,24.0,0
49360,The Ring 3,2017,3,"Drama, Horror, Mystery",102,USA,English,25000000,83080890,58080890,210.0,223.0,25.0,0
49364,I padroni della notte,2007,3,"Crime, Drama, Thriller",117,USA,"English, Russian, Spanish",21000000,55033767,34033767,215.0,212.0,59.0,0
49415,Avatar,2009,1,"Action, Adventure, Fantasy",162,USA,"English, Spanish",237000000,2790439092,2553439092,733.0,3442.0,83.0,1
49416,Reno 911!: Miami,2007,2,"Comedy, Crime",80,USA,English,10000000,22021262,12021262,88.0,78.0,47.0,0
49459,Il matrimonio di mia sorella,2007,12,"Comedy, Drama",93,USA,English,10000000,2900156,-7099844,185.0,119.0,66.0,0
49471,Chalk,2006,4,"Comedy, Drama",85,USA,English,10000,302845,292845,26.0,30.0,70.0,0
49473,Venerdì 13,2009,2,"Horror, Mystery, Thriller",97,USA,"English, Ukrainian",19000000,91509154,72509154,167.0,628.0,34.0,0
49474,Amore & altri rimedi,2010,2,"Comedy, Drama, Romance",112,USA,English,30000000,102820008,72820008,226.0,250.0,55.0,0
49479,Into the Wild - Nelle terre selvagge,2007,1,"Adventure, Biography, Drama",148,USA,"English, Danish",15000000,56674477,41674477,245.0,954.0,73.0,0
49483,Scrivimi una canzone,2007,2,"Comedy, Music, Romance",104,USA,English,40000000,145896422,105896422,166.0,303.0,59.0,0
49490,We Are Marshall,2006,12,"Drama, Sport",131,USA,English,65000000,43545364,-21454636,89.0,186.0,53.0,0
49496,Color of the Cross,2006,11,Drama,108,USA,English,2500000,85802,-2414198,4.0,10.0,34.0,0
49502,Un uomo qualunque,2007,2,"Drama, Romance, Thriller",100,USA,English,600000,83440,-516560,50.0,90.0,53.0,0
49514,5 appuntamenti per farla innamorare,2009,6,"Comedy, Romance",98,USA,English,3000000,4243957,1243957,34.0,51.0,17.0,0
49515,Io vi dichiaro marito e... marito,2007,9,"Comedy, Romance",115,USA,English,85000000,187134117,102134117,176.0,265.0,37.0,0
49519,Nativity,2006,12,"Drama, Family, History",101,USA,English,35000000,46432264,11432264,124.0,215.0,52.0,0
49528,Una bugia di troppo,2012,3,"Comedy, Drama",91,USA,English,40000000,24397992,-15602008,73.0,116.0,26.0,0
49536,Brothers,2009,12,"Action, Drama, Thriller",105,USA,English,26000000,43474578,17474578,221.0,232.0,58.0,0
49553,Cover,2007,10,"Drama, Thriller",98,USA,English,3600000,79436,-3520564,9.0,9.0,30.0,0
49560,Piacere Dave,2008,8,"Adventure, Comedy, Family",90,USA,English,60000000,51339567,-8660433,128.0,122.0,43.0,0
49572,Day Zero,2007,11,Drama,92,USA,English,2000000,16659,-1983341,34.0,22.0,41.0,0
49591,(S)ex list,2011,11,"Comedy, Romance",106,USA,English,20000000,30426096,10426096,149.0,107.0,35.0,0
49595,Tutti pazzi per l'oro,2008,4,"Action, Adventure, Comedy",112,USA,English,70000000,111231041,41231041,179.0,158.0,29.0,0
49600,Tennessee,2008,4,"Adventure, Comedy, Drama",99,USA,English,4000000,16100,-3983900,13.0,9.0,42.0,0
49607,Dark Streets,2008,6,"Drama, Thriller",83,USA,English,8000000,16815,-7983185,25.0,6.0,38.0,0
49608,Grace Is Gone,2007,8,"Drama, War",85,USA,English,2000000,1080022,-919978,89.0,49.0,65.0,0
49639,Illegal Tender,2007,8,"Crime, Drama, Thriller",108,USA,English,8000000,3106835,-4893165,30.0,29.0,40.0,0
49643,Stepping - Dalla strada al palcoscenico,2007,7,"Drama, Music, Romance",115,USA,English,13000000,75511123,62511123,84.0,168.0,44.0,0
49662,Daddy's Little Girls,2007,2,"Drama, Romance",100,USA,English,10000000,31609243,21609243,31.0,60.0,49.0,0
49689,Canvas,2006,12,Drama,101,USA,English,1500000,41010,-1458990,33.0,28.0,67.0,0
49692,Drive,2011,9,"Crime, Drama",100,USA,"English, Spanish",15000000,76976666,61976666,705.0,1536.0,78.0,1
49694,Stanno tutti bene - Everybody's Fine,2009,11,Drama,100,USA,English,21000000,16443609,-4556391,162.0,133.0,47.0,0
49697,La principessa e il ranocchio,2009,12,"Animation, Adventure, Comedy",97,USA,"English, French",105000000,267045765,162045765,233.0,256.0,73.0,0
49701,Kid Cannabis,2014,4,"Biography, Comedy, Crime",110,USA,English,5000000,5565,-4994435,19.0,35.0,54.0,0
49705,Mr. Brooks,2007,10,"Crime, Drama, Thriller",120,USA,English,20000000,48443734,28443734,220.0,391.0,45.0,0
49709,Redline,2007,4,Action,102,USA,English,26000000,8267379,-17732621,32.0,104.0,24.0,0
49711,Signal,2007,7,"Horror, Sci-Fi, Thriller",103,USA,English,50000,1040386,990386,143.0,125.0,63.0,0
49718,Wolfman,2010,2,"Drama, Fantasy, Horror",103,USA,"English, Romany, Romanian, Ukrainian",150000000,139789765,-10210235,377.0,469.0,43.0,0
49748,The Education of Charlie Banks,2007,4,Drama,100,USA,English,5000000,15078,-4984922,28.0,29.0,50.0,0
49759,Era mio figlio,2019,4,"Drama, War",116,USA,English,20000000,3364426,-16635574,44.0,163.0,51.0,0
49770,I fratelli Solomon,2007,9,Comedy,93,USA,English,10000000,1035056,-8964944,55.0,47.0,32.0,0
49778,La sposa fantasma,2008,4,"Comedy, Fantasy, Romance",95,USA,English,10000000,21458111,11458111,99.0,57.0,30.0,0
49785,Who's Your Caddy?,2007,7,"Comedy, Sport",93,USA,English,7000000,5713425,-1286575,25.0,48.0,18.0,0
49790,Boxtrolls - Le scatole magiche,2014,10,"Animation, Adventure, Comedy",96,USA,English,60000000,108255770,48255770,237.0,143.0,61.0,0
49812,L'incredibile Burt Wonderstone,2013,3,Comedy,100,USA,"English, Spanish",30000000,27437881,-2562119,261.0,178.0,44.0,0
49813,Dallas Buyers Club,2013,1,"Biography, Drama",117,USA,"English, Japanese",5000000,55736588,50736588,486.0,416.0,80.0,1
49816,Everybody Wants to Be Italian,2007,3,"Comedy, Romance",105,USA,English,3000000,532726,-2467274,14.0,12.0,26.0,0
49823,Oltre le regole - The Messenger,2009,4,"Drama, Romance, War",113,USA,"English, Spanish",6500000,1595417,-4904583,220.0,95.0,77.0,1
49826,Jack Reacher - La prova decisiva,2012,1,"Action, Thriller",130,USA,English,60000000,218340595,158340595,412.0,531.0,50.0,0
49827,R.I.P.D. - Poliziotti dall'aldilà,2013,9,"Action, Adventure, Comedy",96,USA,English,130000000,78324220,-51675780,216.0,254.0,25.0,0
49833,Il peggior allenatore del mondo,2007,8,"Comedy, Sport",84,USA,English,20000000,13539154,-6460846,50.0,47.0,25.0,0
