,title,year,month,genre,duration,country,language,avg_vote,votes,budget,gross,net_income,metascore
43430,Kinsey,2004,3,"Biography, Drama, Romance",118,"USA, Germany",English,7.0,47063,11000000.0,17050017,6050017.0,79.0
43431,Le avventure acquatiche di Steve Zissou,2004,3,"Action, Adventure, Comedy",119,USA,"English, Icelandic, Filipino, Portuguese, French, Tagalog, German, Italian",7.3,175733,50000000.0,34808403,-15191597.0,62.0
43439,The Box,2009,7,"Drama, Fantasy, Mystery",115,USA,English,5.6,87997,30000000.0,33334176,3334176.0,47.0
43469,Freeze Frame,2004,6,"Crime, Drama, Mystery",99,"UK, Ireland",English,6.4,2770,2000000.0,39663,-1960337.0,55.0
43472,La caduta - Gli ultimi giorni di Hitler,2004,4,"Biography, Drama, History",156,"Germany, Austria, Italy","German, Russian, French, English",8.2,324686,13500000.0,92181574,78681574.0,82.0
43475,Bright Future,2002,12,Drama,115,Japan,Japanese,6.8,2506,1200000.0,28463,-1171537.0,64.0
43480,Una pazza giornata a New York,2004,8,"Comedy, Crime, Family",91,USA,English,5.0,21435,30000000.0,21289826,-8710174.0,33.0
43487,Beyond the Sea,2004,11,"Biography, Drama, Music",118,"UK, Germany, USA","English, Italian",6.7,14343,23000000.0,8447615,-14552385.0,46.0
43489,Più grande del cielo,2005,2,"Comedy, Drama, Romance",106,USA,English,5.9,1419,750000.0,21398,-728602.0,21.0
43493,L'alba dei morti viventi,2004,4,"Action, Horror",101,"USA, Canada, Japan, France",English,7.3,230596,26000000.0,102278712,76278712.0,59.0
43498,Elephant,2003,10,"Crime, Drama, Thriller",81,USA,"English, German",7.2,84470,3000000.0,10012022,7012022.0,70.0
43506,"Le cronache di Narnia - Il leone, la strega e l'armadio",2005,12,"Adventure, Family, Fantasy",143,"UK, USA","English, German, Brazilian Sign Language",6.9,358834,180000000.0,745013115,565013115.0,75.0
43508,Lymelife,2008,11,"Comedy, Drama, Romance",95,USA,English,6.9,13640,1500000.0,540403,-959597.0,64.0
43515,Secret Window,2004,4,"Drama, Mystery, Thriller",96,USA,English,6.6,178782,40000000.0,92913171,52913171.0,46.0
43516,Identità violate,2004,4,"Crime, Mystery, Thriller",103,"USA, UK","English, French",6.3,78956,45000000.0,65470529,20470529.0,38.0
43534,Ju-on - Rancore,2002,1,Horror,92,Japan,Japanese,6.7,40311,3500000.0,3657876,157876.0,48.0
43544,Oldboy,2003,5,"Action, Drama, Mystery",120,South Korea,Korean,8.4,501082,3000000.0,15002116,12002116.0,77.0
43553,Palle al balzo - Dodgeball,2004,11,"Comedy, Sport",92,USA,"English, German",6.7,225525,20000000.0,168423227,148423227.0,55.0
43557,Without a Paddle - Un tranquillo week-end di vacanza,2004,7,"Adventure, Comedy, Mystery",95,"USA, New Zealand",English,5.9,43716,19000000.0,73029190,54029190.0,29.0
43563,Babylon A.D.,2008,10,"Action, Adventure, Sci-Fi",90,"France, UK, USA","English, Russian",5.6,92528,70000000.0,72109200,2109200.0,26.0
43570,A Dirty Shame,2004,9,Comedy,89,USA,English,5.1,12098,15000000.0,1914166,-13085834.0,56.0
43590,The Matador,2005,11,"Comedy, Crime, Thriller",96,"Ireland, Mexico, Germany, USA","English, Spanish",6.7,43501,12500000.0,17356268,4856268.0,65.0
43603,Syriana,2005,2,"Drama, Thriller",128,"USA, United Arab Emirates","English, Urdu, Arabic, Persian, French, Mandarin",6.9,124449,50000000.0,93974620,43974620.0,76.0
43604,L'alba dei morti dementi,2004,4,"Comedy, Horror",99,"UK, France, USA",English,7.9,502322,4000000.0,30081497,26081497.0,76.0
43609,Tenacious D e il destino del rock,2006,2,"Adventure, Comedy, Music",93,"USA, Germany",English,6.8,100424,20000000.0,13939963,-6060037.0,55.0
43613,Litigi d'amore,2005,4,"Comedy, Drama",118,"USA, Germany, UK",English,6.8,20986,12000000.0,28237488,16237488.0,63.0
43614,La preda perfetta,2014,9,"Action, Crime, Drama",114,USA,"English, Spanish, Urdu, Russian",6.5,110683,28000000.0,58834384,30834384.0,57.0
43620,SDF - Street Dance Fighters,2004,7,"Drama, Music",95,USA,English,3.9,25698,8000000.0,50576805,42576805.0,37.0
43621,Zero Day,2002,1,Drama,92,USA,English,7.2,3963,20000.0,8466,-11534.0,69.0
43624,Anaconda - Alla ricerca dell'orchidea maledetta,2004,1,"Action, Adventure, Horror",97,"USA, Australia","English, Indonesian",4.7,28465,20000000.0,70992898,50992898.0,40.0
43634,Fighting Tommy Riley,2004,1,"Drama, Mystery, Romance",109,USA,"English, Spanish",6.5,772,300000.0,10514,-289486.0,53.0
43643,Happy Feet,2006,12,"Animation, Adventure, Comedy",108,"USA, Australia",English,6.4,166806,100000000.0,384336108,284336108.0,77.0
43644,American Trip - Il primo viaggio non si scorda mai,2004,4,"Adventure, Comedy",88,"USA, Canada, Germany","English, Hindi",7.1,179391,9000000.0,23936908,14936908.0,64.0
43652,The Jacket,2005,4,"Drama, Fantasy, Mystery",103,"Germany, USA",English,7.1,107314,29000000.0,21733230,-7266770.0,44.0
43666,Mirrormask,2005,3,"Adventure, Fantasy",101,"UK, USA",English,6.8,22164,4000000.0,866999,-3133001.0,55.0
43684,La canzone più triste del mondo,2003,7,"Comedy, Musical",100,Canada,"English, Spanish",7.2,5691,3500000.0,854994,-2645006.0,78.0
43686,Shortbus - Dove tutto è permesso,2006,12,"Comedy, Drama",101,USA,English,6.4,31577,2000000.0,5526675,3526675.0,64.0
43688,Senza destino,2005,1,"Drama, Romance, War",140,"Hungary, Germany, UK, Israel, France, USA","Hungarian, German, English, Yiddish, Hebrew, Polish",6.9,6444,2500000000.0,2512009,-2497487991.0,87.0
43689,Soul plane - Pazzi in aeroplano,2004,5,Comedy,86,USA,"English, Spanish",4.5,21418,16000000.0,14821824,-1178176.0,33.0
43692,Il calamaro e la balena,2005,6,"Comedy, Drama",81,USA,English,7.3,76666,1500000.0,11098131,9598131.0,82.0
43704,I colori dell'anima,2004,5,"Biography, Drama",128,"UK, Germany, Romania, France, Italy",English,7.4,10734,12000000.0,1547008,-10452992.0,25.0
43713,After the Sunset,2004,4,"Action, Comedy, Crime",97,USA,English,6.3,44097,60000000.0,62657868,2657868.0,38.0
43719,La fabbrica di cioccolato,2005,9,"Adventure, Comedy, Family",115,"UK, USA",English,6.6,416793,150000000.0,474968763,324968763.0,72.0
43723,D.E.B.S. - Spie in minigonna,2004,3,"Action, Comedy, Romance",91,USA,English,5.3,14608,3500000.0,97446,-3402554.0,42.0
43724,Deuce Bigalow - Puttano in saldo,2005,8,Comedy,83,USA,"English, Dutch",4.7,47896,22000000.0,45109561,23109561.0,23.0
43733,Indiana Jones e il regno del teschio di cristallo,2008,5,"Action, Adventure",122,USA,"English, German, Russian",6.1,417120,185000000.0,790653942,605653942.0,65.0
43735,Hannibal Lecter - Le origini del male,2007,2,"Adventure, Crime, Drama",121,"UK, Czech Republic, France, Italy, USA","English, German, Russian",6.2,102145,50000000.0,82169884,32169884.0,35.0
43739,The Manchurian Candidate,2004,11,"Drama, Mystery, Sci-Fi",129,USA,English,6.6,102113,80000000.0,96105910,16105910.0,76.0
43744,November,2004,4,"Drama, Mystery, Thriller",73,USA,English,5.5,2981,1500000.0,192186,-1307814.0,47.0
43746,The Room,2003,3,Drama,99,USA,English,3.7,80248,6000000.0,4902652,-1097348.0,9.0
43759,Virgin,2003,6,Drama,114,USA,English,5.6,518,50000.0,9614,-40386.0,48.0
43762,The Village,2004,10,"Drama, Mystery, Thriller",108,USA,English,6.5,238570,60000000.0,256697520,196697520.0,44.0
43769,"Io, lei e i suoi bambini",2005,3,"Adventure, Comedy, Family",95,"USA, Canada",English,4.7,28859,32000000.0,97918663,65918663.0,27.0
43778,Elizabethtown,2005,11,"Comedy, Drama, Romance",123,USA,English,6.4,66652,45000000.0,52164016,7164016.0,45.0
43783,Io non sono qui,2007,9,"Biography, Drama, Music",135,"Germany, Canada, USA, France",English,6.9,55904,20000000.0,11792542,-8207458.0,73.0
43792,Il mistero dei Templari,2004,12,"Action, Adventure, Mystery",131,USA,"English, Spanish",6.9,299339,100000000.0,347512318,247512318.0,39.0
43796,Osama,2003,1,Drama,83,"Afghanistan, Ireland, Japan, Iran, Netherlands","French, Arabic, Dari, Pushto, English",7.3,8563,46000.0,3910519,3864519.0,83.0
43798,Principe azzurro cercasi,2004,1,"Comedy, Family, Romance",113,USA,"English, Greek, French, Spanish",5.8,72487,40000000.0,134734481,94734481.0,43.0
43801,Sleepover,2004,7,"Comedy, Family, Romance",89,USA,English,5.4,15180,10000000.0,10143022,143022.0,33.0
43810,Alone in the Dark,2005,7,"Action, Horror, Sci-Fi",99,"Canada, Germany, USA",English,2.4,41383,20000000.0,12693645,-7306355.0,9.0
43815,Collateral,2004,10,"Crime, Drama, Thriller",120,USA,"English, Spanish, French, Korean",7.5,352788,65000000.0,220926695,155926695.0,71.0
43819,Tutti insieme inevitabilmente,2008,1,"Comedy, Drama, Romance",88,"Germany, USA",English,5.7,61716,80000000.0,164112721,84112721.0,41.0
43820,Dick & Jane - Operazione furto,2005,1,"Comedy, Crime",90,USA,"English, Spanish",6.2,132575,100000000.0,204681899,104681899.0,47.0
43822,Jurassic World,2015,6,"Action, Adventure, Sci-Fi",124,USA,English,7.0,569512,150000000.0,1670401444,1520401444.0,59.0
43826,Mare dentro,2004,9,"Biography, Drama",126,"Spain, France, Italy","Spanish, Catalan, Gallegan",8.0,76333,10000000.0,43731621,33731621.0,74.0
43828,Quel mostro di suocera,2005,10,"Comedy, Romance",101,"USA, Germany",English,5.6,55526,43000000.0,155457327,112457327.0,31.0
43836,Strangers with Candy,2005,7,Comedy,97,USA,English,6.0,7788,3500000.0,2254124,-1245876.0,57.0
43837,Ultraviolet,2006,6,"Action, Sci-Fi",88,USA,"English, Vietnamese",4.4,78768,30000000.0,31070211,1070211.0,18.0
43844,Alien vs. Predator,2004,11,"Action, Adventure, Horror",101,"USA, UK, Czech Republic, Canada, Germany","English, Italian",5.6,181945,60000000.0,177427090,117427090.0,29.0
43864,Spanglish - Quando in famiglia sono in troppi a parlare,2004,4,"Comedy, Drama, Romance",131,USA,"English, Spanish",6.4,77478,80000000.0,55470154,-24529846.0,48.0
43865,Stay - Nel labirinto della mente,2005,2,"Drama, Mystery, Thriller",99,USA,English,6.8,73454,50000000.0,8483797,-41516203.0,41.0
43879,Chicken Little - Amici per le penne,2005,12,"Animation, Adventure, Comedy",81,USA,English,5.7,84176,150000000.0,314432837,164432837.0,48.0
43887,Guida galattica per autostoppisti,2005,8,"Adventure, Comedy, Sci-Fi",109,"UK, USA",English,6.8,184355,50000000.0,104478416,54478416.0,63.0
43889,The Zodiac,2005,8,"Crime, Drama, Horror",92,USA,English,5.4,6924,1000000.0,86872,-913128.0,21.0
43890,Iron Man,2008,5,"Action, Adventure, Sci-Fi",126,"USA, Canada","English, Persian, Urdu, Arabic, Kurdish, Hindi, Hungarian",7.9,920706,140000000.0,585796247,445796247.0,79.0
43908,The Bourne Supremacy,2004,9,"Action, Mystery, Thriller",108,"USA, Germany","English, Russian, German, Italian",7.7,427227,75000000.0,290835269,215835269.0,73.0
43910,Indovina chi,2005,8,"Comedy, Romance",105,USA,English,5.9,39782,35000000.0,103121466,68121466.0,49.0
43913,House of D,2004,4,"Comedy, Drama",97,USA,"English, French",6.9,8834,6000000.0,389866,-5610134.0,33.0
43918,Lana's Rain,2002,2,Drama,107,USA,English,6.4,169,215000.0,44287,-170713.0,40.0
43928,Un amore in prestito,2005,4,"Comedy, Romance",90,"USA, UK",English,6.2,47567,15000000.0,47096206,32096206.0,32.0
43929,Team America,2004,5,"Action, Comedy",98,"USA, Germany","English, French, Klingon, Korean, Arabic",7.2,157558,32000000.0,50826898,18826898.0,64.0
43935,Batman Begins,2005,6,"Action, Adventure",140,"USA, UK","English, Mandarin",8.2,1278075,150000000.0,373654966,223654966.0,70.0
43937,Les choristes - I ragazzi del coro,2004,10,"Drama, Music",97,"France, Switzerland, Germany",French,7.9,56233,5500000.0,88385944,82885944.0,56.0
43941,Dragon Wars,2007,8,"Action, Drama, Fantasy",90,South Korea,"English, Korean",3.5,23527,32000000.0,75108817,43108817.0,33.0
43942,Eating Out,2004,2,"Comedy, Drama, Romance",90,USA,English,5.8,5853,50000.0,155212,105212.0,28.0
43948,Imaginary Heroes,2004,7,"Comedy, Drama",111,"USA, Germany, Belgium",English,7.1,9362,4000000.0,291118,-3708882.0,53.0
43951,Viaggio al centro della Terra,2008,1,"Action, Adventure, Family",93,USA,"English, Icelandic, Italian",5.8,111377,60000000.0,244232688,184232688.0,57.0
43952,Kung Fusion,2004,5,"Action, Comedy, Fantasy",99,"Hong Kong, China, USA","Cantonese, Mandarin",7.7,124755,20000000.0,104882445,84882445.0,78.0
43959,Saints and Soldiers,2003,3,"Action, Drama, War",90,USA,"English, German",6.7,19789,780000.0,1310470,530470.0,56.0
43961,Detective a 2 ruote,2005,9,"Action, Comedy, Crime",95,USA,English,4.3,5400,25000000.0,5879555,-19120445.0,19.0
43962,The Wendell Baker Story,2005,8,"Comedy, Drama, Romance",99,"Germany, USA","English, Spanish",5.6,5548,8000000.0,153169,-7846831.0,44.0
43963,False verità,2005,4,"Crime, Drama, Mystery",107,"Canada, UK","English, Cantonese",6.4,16886,25000000.0,3487678,-21512322.0,47.0
43964,Kiss Kiss Bang Bang,2005,12,"Action, Comedy, Crime",103,USA,English,7.5,211456,15000000.0,15785148,785148.0,72.0
43973,Casa de Areia,2005,5,Drama,115,Brazil,Portuguese,7.3,3059,8000000.0,1178175,-6821825.0,70.0
43983,Halloween - The Beginning,2007,1,Horror,109,USA,English,6.1,107123,15000000.0,80460948,65460948.0,47.0
43984,Harry Potter e l'Ordine della Fenice,2007,7,"Action, Adventure, Family",138,"UK, USA",English,7.5,494073,150000000.0,942133343,792133343.0,71.0
43987,The Honeymooners,2005,8,"Comedy, Family, Romance",90,"Germany, USA",English,3.3,6957,25000000.0,13183426,-11816574.0,31.0
43989,The Interpreter,2005,10,"Crime, Mystery, Thriller",128,"UK, France, Germany, USA","English, Aboriginal, French, Portuguese",6.4,96245,80000000.0,162944923,82944923.0,62.0
43994,Kontroll,2003,10,"Comedy, Crime, Drama",105,Hungary,Hungarian,7.7,24073,100000000.0,1277800,-98722200.0,72.0
44002,Nomad - The Warrior,2005,7,"Drama, History, War",112,"Kazakhstan, France, USA","Kazakh, English",5.9,3674,25000000.0,3088685,-21911315.0,49.0
44003,Open Water,2003,8,"Adventure, Drama, Horror",79,USA,English,5.7,50370,500000.0,54683487,54183487.0,63.0
44026,I guerrieri del cielo e della terra,2003,9,"Action, Adventure, Drama",120,"China, Hong Kong","Mandarin, Japanese",6.3,4049,10000000.0,6106178,-3893822.0,54.0
44028,De zaak Alzheimer,2003,10,"Action, Crime, Drama",123,Belgium,"Dutch, French, Flemish",7.3,9352,2500000.0,712387,-1787613.0,73.0
44034,Vita da strega,2005,9,"Comedy, Fantasy, Romance",102,USA,"English, Spanish",4.8,67997,85000000.0,131426169,46426169.0,34.0
44036,Captivity,2007,8,"Crime, Drama, Horror",96,"USA, Russia",English,4.7,22412,17000000.0,10921200,-6078800.0,24.0
44037,Che - Guerriglia,2008,4,"Biography, Drama, History",135,"Spain, France, USA","Spanish, English",6.9,31850,40000000.0,8638162,-31361838.0,64.0
44041,Incident at Loch Ness,2004,9,"Adventure, Comedy, Fantasy",94,UK,English,6.5,3860,1400000.0,37493,-1362507.0,62.0
44051,Napoleon Dynamite,2004,11,Comedy,96,USA,English,6.9,194951,400000.0,46138887,45738887.0,64.0
44057,Sideways - In viaggio con Jack,2004,2,"Comedy, Drama, Romance",127,"USA, Hungary","English, Armenian",7.5,177052,16000000.0,109706931,93706931.0,94.0
44061,Bobby Jones - Il genio del golf,2004,4,"Biography, Drama, Romance",120,USA,English,6.7,3684,20000000.0,2707913,-17292087.0,45.0
44065,Alfie,2004,3,"Comedy, Drama, Romance",103,"UK, USA",English,6.2,50110,60000000.0,35060882,-24939118.0,49.0
44067,White Noise - Non ascoltate,2005,5,"Drama, Horror, Mystery",101,"UK, Canada, USA",English,5.5,46661,10000000.0,91196419,81196419.0,30.0
44075,Astro Boy,2009,12,"Animation, Action, Comedy",94,"Japan, Hong Kong, USA",English,6.3,32542,65000000.0,39886986,-25113014.0,53.0
44081,Crash: Contatto fisico,2004,11,"Crime, Drama, Thriller",112,"USA, Germany","English, Persian, Spanish, Mandarin, Korean",7.7,415171,6500000.0,98410061,91910061.0,66.0
44096,The Pusher,2004,6,"Action, Crime, Drama",105,UK,"English, Romanian",7.3,163745,4000000.0,11850214,7850214.0,73.0
44107,"Striscia, una zebra alla riscossa",2005,3,"Adventure, Comedy, Drama",102,USA,English,5.2,15722,30000000.0,90754475,60754475.0,43.0
44108,Un allenatore in palla,2005,8,"Comedy, Family, Sport",86,USA,English,5.2,12248,33100000.0,17492014,-15607986.0,36.0
44111,The Rum Diary - Cronache di una passione,2011,4,"Comedy, Drama",119,"USA, UK","English, Spanish, German",6.2,97842,45000000.0,30134958,-14865042.0,56.0
44116,Doppia ipotesi per un delitto,2005,5,"Drama, Mystery, Thriller",93,USA,English,5.8,3684,15500000.0,1797256,-13702744.0,34.0
44120,Closer,2004,12,"Drama, Romance",104,"USA, UK",English,7.2,199832,27000000.0,115505027,88505027.0,65.0
44125,Lo strangolatore,2004,11,"Crime, Drama, Thriller",98,USA,English,5.3,1741,1400000.0,4143,-1395857.0,19.0
44142,Silver City,2004,9,"Comedy, Drama, Mystery",128,USA,"English, Spanish",6.0,3813,5000000.0,1384395,-3615605.0,47.0
44146,X-Men: Conflitto finale,2006,5,"Action, Adventure, Sci-Fi",104,"Canada, USA, UK",English,6.7,475426,210000000.0,460435291,250435291.0,58.0
44156,Il volo della fenice,2004,4,"Action, Adventure, Drama",113,USA,English,6.1,51109,45000000.0,35021497,-9978503.0,47.0
44165,Mean Creek,2004,8,"Crime, Drama",90,USA,English,7.2,30259,500000.0,802948,302948.0,74.0
44166,Mean Girls,2004,8,Comedy,97,"USA, Canada","English, German, Vietnamese, Swahili",7.0,324817,17000000.0,130125971,113125971.0,66.0
44168,Proof - La prova,2005,2,"Drama, Mystery",100,USA,English,6.7,42614,20000000.0,14189860,-5810140.0,64.0
44169,The Ring 2,2005,4,"Horror, Mystery",110,USA,English,5.4,90187,50000000.0,163995949,113995949.0,44.0
44180,Be Cool,2005,4,"Comedy, Crime, Drama",118,USA,"English, Russian",5.6,66612,53000000.0,95763716,42763716.0,37.0
44194,Un giorno senza messicani,2004,5,"Comedy, Drama, Fantasy",100,"USA, Mexico, Spain","English, Spanish",4.7,3019,1500000.0,10057021,8557021.0,30.0
44199,Hazzard,2005,9,Comedy,104,USA,English,5.1,74804,50000000.0,111069515,61069515.0,33.0
44206,Gnomeo & Giulietta,2011,3,"Animation, Adventure, Comedy",84,"UK, USA, Canada","English, Japanese, Spanish, German",5.9,51582,36000000.0,193967670,157967670.0,53.0
44207,The Visual Bible: The Gospel of John,2003,11,"Biography, Drama, History",180,"Canada, UK",English,7.7,3032,10000000.0,4078741,-5921259.0,52.0
44212,Trappola in fondo al mare,2005,1,"Action, Adventure, Crime",110,USA,English,5.9,72713,50000000.0,46117696,-3882304.0,45.0
44214,Kill Bill - Volume 2,2004,4,"Action, Crime, Thriller",137,USA,"English, Cantonese, Mandarin, Spanish",8.0,668215,30000000.0,154116796,124116796.0,83.0
44221,Machuca,2004,10,"Biography, Drama, History",116,"Chile, Spain, UK, France","Spanish, English",7.7,10790,1500000.0,3187700,1687700.0,76.0
44253,Maghi e viaggiatori,2003,4,"Adventure, Drama",108,"Australia, Bhutan, UK",Dzongkha,7.4,2078,1800000.0,696253,-1103747.0,71.0
44294,Truman Capote - A sangue freddo,2005,2,"Biography, Crime, Drama",114,"USA, Canada",English,7.3,123349,7000000.0,49327405,42327405.0,88.0
44296,Serenity,2005,11,"Action, Adventure, Sci-Fi",119,USA,"English, Mandarin",7.8,279887,39000000.0,40445129,1445129.0,74.0
44300,In amore niente regole,2008,4,"Comedy, Drama, Romance",114,"USA, Germany","English, German",6.0,30766,58000000.0,41319039,-16680961.0,56.0
44304,Il mercante di Venezia,2004,2,"Drama, Romance",131,"UK, Italy, Luxembourg, USA","English, Italian, Arabic",7.0,34545,30000000.0,21560182,-8439818.0,63.0
44308,Savage Grace,2007,6,Drama,97,"France, Spain, USA","English, French, Spanish",5.8,10590,4600000.0,1432799,-3167201.0,51.0
44331,Goal!,2005,11,"Adventure, Drama, Romance",118,"USA, UK","English, Spanish",6.7,59626,10000000.0,27610873,17610873.0,53.0
44336,Amabili resti,2009,2,"Drama, Fantasy, Thriller",135,"USA, UK, New Zealand",English,6.7,154536,65000000.0,93621340,28621340.0,42.0
44339,Matando Cabos,2004,7,"Action, Adventure, Comedy",99,Mexico,Spanish,7.5,4506,25000000.0,5653093,-19346907.0,44.0
44342,Oliver Twist,2005,10,"Crime, Drama",130,"France, UK, Czech Republic",English,6.8,30619,60000000.0,42580321,-17419679.0,65.0
44344,The Perfect Man,2005,6,"Comedy, Family, Romance",100,USA,English,5.5,27925,10000000.0,19770475,9770475.0,27.0
44357,Winter Passing,2005,6,"Comedy, Drama",98,USA,English,6.3,8071,3500000.0,113783,-3386217.0,56.0
44361,Casino Royale,2006,1,"Action, Adventure, Thriller",144,"UK, Czech Republic, USA, Germany, Bahamas","English, Serbian, German, Italian, French",8.0,569968,150000000.0,616501619,466501619.0,80.0
44385,Pretty Persuasion,2005,5,"Comedy, Drama",110,USA,English,6.5,9821,2500000.0,537126,-1962874.0,45.0
44391,Prima del tramonto,2004,11,"Drama, Romance",80,"USA, France","English, French",8.0,228858,2700000.0,15936507,13236507.0,90.0
44396,White Chicks,2004,12,"Comedy, Crime",109,USA,English,5.6,127968,37000000.0,113100873,76100873.0,41.0
44399,Yes,2004,8,"Drama, Romance",100,"UK, USA",English,6.7,3011,1000000.0,661946,-338054.0,55.0
44402,Quel treno per Yuma,2007,10,"Action, Crime, Drama",122,USA,"English, Chinese",7.7,284071,55000000.0,70016220,15016220.0,76.0
44406,Curioso come George,2006,6,"Animation, Adventure, Comedy",87,"USA, Germany, Taiwan, France, Canada, South Korea, UK, Philippines",English,6.5,15234,50000000.0,69865924,19865924.0,62.0
44414,Nascosto nel buio,2005,3,"Drama, Horror, Mystery",101,"Germany, USA",English,6.0,80522,30000000.0,127369981,97369981.0,35.0
44426,My Summer of Love,2004,6,"Drama, Romance",86,UK,English,6.7,19347,1700000.0,2766976,1066976.0,82.0
44440,Yuva,2004,5,"Action, Drama, Thriller",161,India,"Hindi, Bengali",7.4,8381,100000000.0,567746,-99432254.0,63.0
44450,Il codice da Vinci,2006,5,"Mystery, Thriller",149,"USA, Malta, France, UK","English, French, Latin, Spanish",6.6,392810,125000000.0,760006945,635006945.0,46.0
44452,Dark Water,2005,10,"Drama, Horror, Mystery",105,USA,English,5.6,59001,30000000.0,68357079,38357079.0,52.0
44462,The Fallen,2004,1,"Action, Drama, War",112,"USA, Germany, Italy","English, German, Italian",5.1,873,600000.0,88245,-511755.0,62.0
44465,Jindabyne,2006,7,"Crime, Drama, Mystery",123,Australia,"English, Irish, Aboriginal",6.3,6347,15000000.0,6044112,-8955888.0,65.0
44479,Ratatouille,2007,10,"Animation, Adventure, Comedy",111,USA,"English, French",8.0,624762,150000000.0,623726085,473726085.0,96.0
44484,Stealth - Arma suprema,2005,9,"Action, Adventure, Sci-Fi",121,USA,"English, Korean, Russian, Spanish",5.1,51365,135000000.0,79268322,-55731678.0,35.0
44487,I tre marmittoni,2012,6,"Comedy, Family",92,USA,English,5.1,29609,30000000.0,54819301,24819301.0,56.0
44490,"Synecdoche, New York",2008,6,Drama,124,USA,"English, German",7.6,79732,20000000.0,4658401,-15341599.0,67.0
44492,Zoom,2006,8,"Action, Adventure, Comedy",93,USA,English,4.4,18613,35000000.0,12506362,-22493638.0,26.0
44497,La pantera rosa,2006,3,"Adventure, Comedy, Crime",93,"USA, Czech Republic",English,5.7,80280,80000000.0,164115897,84115897.0,38.0
44498,BloodRayne,2005,1,"Action, Adventure, Fantasy",95,"Germany, USA",English,2.9,33844,25000000.0,3650275,-21349725.0,18.0
44510,Pirati dei Caraibi - La maledizione del forziere fantasma,2006,9,"Action, Adventure, Fantasy",151,USA,"English, Turkish, Greek, Mandarin, French",7.3,644330,225000000.0,1066179725,841179725.0,53.0
44514,Il segreto di Vera Drake,2004,11,"Crime, Drama",125,"UK, France",English,7.6,23618,11000000.0,13267869,2267869.0,83.0
44534,Nickname: Enigmista,2005,11,"Drama, Horror, Mystery",90,USA,English,5.8,25757,1000000.0,32586408,31586408.0,39.0
44540,Saint Ralph,2004,4,"Comedy, Drama, Sport",98,Canada,English,7.3,5826,6000000.0,1881975,-4118025.0,51.0
44545,Silent Hill,2006,7,Horror,125,"Canada, France, Japan, Australia",English,6.5,210865,50000000.0,100605135,50605135.0,31.0
44550,Derby in famiglia,2005,5,"Comedy, Family, Romance",95,USA,"English, Italian",5.6,35628,45000000.0,56070433,11070433.0,45.0
44551,The Weather Man - L'uomo delle previsioni,2005,3,"Comedy, Drama",102,"USA, Germany",English,6.5,76767,22000000.0,19126398,-2873602.0,61.0
44553,La contessa bianca,2005,2,"Drama, History, Romance",135,"UK, Germany, China, USA","English, French, Mandarin, Russian",6.6,6089,16000000.0,4092682,-11907318.0,60.0
44557,Ammesso,2006,8,Comedy,93,USA,English,6.4,121619,23000000.0,38623262,15623262.0,47.0
44560,Amityville Horror,2005,8,Horror,90,USA,English,6.0,103645,19000000.0,107516369,88516369.0,33.0
44566,The Dying Gaul,2005,1,"Drama, Romance",92,USA,English,6.4,2309,4000000.0,345041,-3654959.0,62.0
44569,La foresta dei pugnali volanti,2004,1,"Action, Adventure, Drama",119,"China, Hong Kong",Mandarin,7.5,106490,100000000.0,92863945,-7136055.0,89.0
44571,Lonesome Jim,2005,11,"Comedy, Drama",91,USA,English,6.6,7539,500000.0,182378,-317622.0,54.0
44580,In Good Company,2004,3,"Comedy, Drama, Romance",109,USA,English,6.4,53136,26000000.0,61315215,35315215.0,66.0
44581,Miss F.B.I. - Infiltrata speciale,2005,5,"Action, Comedy, Crime",115,USA,English,5.1,68314,45000000.0,101393569,56393569.0,34.0
44609,La bussola d'oro,2007,12,"Adventure, Family, Fantasy",113,"UK, USA","English, Icelandic, Russian, French",6.1,176725,180000000.0,372234864,192234864.0,51.0
44618,Monster House,2006,10,"Animation, Comedy, Family",91,USA,English,6.6,97611,75000000.0,141861243,66861243.0,68.0
44619,Motherless Brooklyn - I segreti di una città,2019,11,"Crime, Drama, Mystery",144,USA,"English, French",6.8,34759,26000000.0,18477736,-7522264.0,60.0
44621,My Big Fat Independent Movie,2005,9,Comedy,80,USA,English,3.2,1295,3000000.0,12155249,9155249.0,32.0
44635,Brothers of War - Sotto due bandiere,2004,2,"Action, Drama, War",140,South Korea,Korean,8.1,37339,12800000.0,76459252,63659252.0,64.0
44640,Nel paese delle creature selvagge,2009,10,"Adventure, Drama, Family",101,"Germany, Australia, USA",English,6.7,99603,100000000.0,100140096,140096.0,71.0
44642,The Legend of Zorro,2005,10,"Action, Adventure, Romance",129,"USA, Mexico","English, Spanish",6.0,91465,75000000.0,142400065,67400065.0,47.0
44646,Duck,2005,5,Drama,96,USA,English,6.0,287,300000.0,2657,-297343.0,53.0
44652,Hitch - Lui sì che capisce le donne,2005,3,"Comedy, Romance",118,USA,English,6.6,291792,70000000.0,371594210,301594210.0,58.0
44658,Mountain Patrol - Battaglia in paradiso,2004,10,"Action, Drama",85,"China, Hong Kong","Mandarin, Tibetan",7.6,4608,10000000.0,185920,-9814080.0,77.0
44663,Renaissance,2006,3,"Animation, Action, Sci-Fi",105,"France, Luxembourg, UK","English, French",6.7,15522,18000000.0,1831348,-16168652.0,57.0
