,title,year,month,genre,duration,country,language,avg_vote,votes,budget,gross,net_income,metascore
16196,Pat Garrett e Billy Kid,1973,11,"Biography, Drama, Western",122,"USA, Mexico",English,7.3,17724,4638783.0,7717,-4631066.0,53.0
16253,Serpico,1973,2,"Biography, Crime, Drama",130,"Italy, USA","English, Italian, Spanish",7.7,106667,3000000.0,29829963,26829963.0,87.0
16270,Il dormiglione,1973,3,"Comedy, Sci-Fi",89,USA,"English, Yiddish",7.2,39252,2000000.0,18344729,16344729.0,77.0
16279,La stangata,1973,3,"Comedy, Crime, Drama",129,USA,English,8.3,236285,5500000.0,156000000,150500000.0,83.0
16329,Ultimo tango a Parigi,1972,12,"Drama, Romance",129,"France, Italy","English, French",7.0,48672,1250000.0,36179290,34929290.0,77.0
16355,The Wicker Man,1973,12,"Horror, Mystery, Thriller",88,UK,English,7.5,67560,810000.0,98201,-711799.0,87.0
16370,Zardoz,1974,4,"Adventure, Fantasy, Sci-Fi",105,"UK, USA, Ireland","English, Italian, Swedish, Latin, German, French, Irish",5.9,19008,1570000.0,6320,-1563680.0,46.0
16387,Alice non abita più qui,1974,5,"Drama, Romance",112,USA,English,7.3,20867,1800000.0,18600000,16800000.0,78.0
16423,Per amore di Beniamino,1974,5,"Adventure, Family, Romance",86,USA,English,6.2,4312,500000.0,39552000,39052000.0,35.0
16436,Mezzogiorno e mezzo di fuoco,1974,2,"Comedy, Western",93,USA,"English, Yiddish, German",7.7,123476,2600000.0,119601481,117001481.0,73.0
16470,Chinatown,1974,12,"Drama, Mystery, Thriller",130,USA,"English, Cantonese, Spanish",8.2,286798,6000000.0,29225935,23225935.0,92.0
16484,La conversazione,1974,9,"Drama, Mystery, Thriller",113,USA,English,7.8,95597,1600000.0,4432180,2832180.0,85.0
16497,Il giustiziere della notte,1974,12,"Action, Crime, Drama",93,"USA, Canada","English, Italian, German, French",7.0,34751,3000000.0,22000000,19000000.0,51.0
16519,Terremoto,1974,11,"Action, Drama, Thriller",122,USA,English,5.9,13380,7000000.0,79666653,72666653.0,56.0
16556,Il padrino - Parte II,1974,9,"Crime, Drama",202,USA,"English, Italian, Spanish, Latin, Sicilian",9.0,1098714,13000000.0,48035783,35035783.0,90.0
16565,Il grande Gatsby,1974,3,"Drama, Romance",144,USA,English,6.4,23109,6500000.0,20563273,14063273.0,43.0
16576,La montagna sacra,1973,1,"Adventure, Drama, Fantasy",114,Mexico,"Spanish, English",7.9,35412,750000.0,104160,-645840.0,76.0
16635,Quella sporca ultima meta,1974,3,"Comedy, Crime, Drama",121,USA,English,7.1,16607,2900000.0,43008075,40108075.0,61.0
16655,Agente 007 - L'uomo dalla pistola d'oro,1974,12,"Action, Adventure, Thriller",125,UK,"English, Thai, Cantonese",6.8,93331,7000000.0,20972000,13972000.0,43.0
16667,Monty Python e il Sacro Graal,1975,5,"Adventure, Comedy, Fantasy",91,UK,"English, French, Latin",8.2,491629,229575.0,1938877,1709302.0,93.0
16675,Assassinio sull'Orient Express,1974,12,"Crime, Drama, Mystery",128,"UK, USA","English, French, German, Turkish, Italian, Swedish",7.3,54112,1500000.0,27658612,26158612.0,63.0
16738,La pantera rosa colpisce ancora,1975,9,"Comedy, Crime, Mystery",113,"UK, USA",English,7.1,24589,5000000.0,41833347,36833347.0,61.0
16786,Sugarland Express,1974,11,"Crime, Drama",110,USA,English,6.8,15027,3000000.0,7504841,4504841.0,65.0
16806,Non aprite quella porta,1974,10,Horror,83,USA,English,7.5,132386,300000.0,30859000,30559000.0,78.0
16812,Una calibro 20 per lo specialista,1974,10,"Comedy, Crime, Drama",115,USA,English,7.1,21840,2200000.0,21700000,19500000.0,62.0
16817,L'inferno di cristallo,1974,3,"Action, Drama, Thriller",165,USA,English,7.0,38412,14000000.0,116000000,102000000.0,69.0
16852,Frankenstein Junior,1974,7,Comedy,106,USA,"English, German",8.0,140537,2800000.0,86273333,83473333.0,80.0
16895,Barry Lyndon,1975,9,"Adventure, Drama, History",185,"UK, USA","English, German, French",8.1,145315,11000000.0,198992,-10801008.0,89.0
16964,Quel pomeriggio di un giorno da cani,1975,1,"Biography, Crime, Drama",125,USA,English,8.0,230684,1800000.0,50000000,48200000.0,86.0
16975,Assassinio sull'Eiger,1975,5,"Action, Crime, Thriller",129,USA,"English, German",6.4,17167,9000000.0,14200000,5200000.0,61.0
17012,Il braccio violento della legge N°2,1975,9,"Action, Crime, Drama",119,USA,"English, French",6.8,16341,4340000.0,12484444,8144444.0,68.0
17049,Un gioco estremamente pericoloso,1975,2,"Crime, Drama, Mystery",120,USA,English,6.1,2130,3050000.0,465788,-2584212.0,77.0
17068,Lo squalo,1975,12,"Adventure, Thriller",124,USA,English,8.0,535807,7000000.0,471961371,464961371.0,87.0
17104,Amore e guerra,1975,10,"Comedy, War",85,USA,English,7.7,35239,3000000.0,20123742,17123742.0,89.0
17116,L'uomo che volle farsi re,1975,3,"Adventure, History, War",129,"UK, USA","English, Arabic",7.8,43138,8000000.0,12678,-7987322.0,91.0
17136,Nashville,1975,2,"Comedy, Drama, Music",160,USA,English,7.7,23154,2200000.0,9984123,7784123.0,96.0
17147,Qualcuno volò sul nido del cuculo,1975,3,Drama,133,USA,English,8.7,891071,3000000.0,108997629,105997629.0,83.0
17165,Picnic ad Hanging Rock,1975,3,"Drama, Mystery",115,Australia,"English, French",7.5,32837,440000.0,82361,-357639.0,81.0
17199,The Rocky Horror Picture Show,1975,8,"Comedy, Musical",100,"UK, USA",English,7.4,128893,1200000.0,113135551,111935551.0,58.0
17220,Shampoo,1975,9,"Comedy, Drama",110,USA,English,6.3,10778,4000000.0,49407734,45407734.0,65.0
17262,I tre giorni del Condor,1975,12,"Mystery, Thriller",117,USA,"English, French",7.4,46853,20000000.0,27476252,7476252.0,63.0
17264,Tommy,1975,3,"Drama, Musical",111,UK,English,6.6,18881,5000000.0,34272986,29272986.0,66.0
17317,Tutti gli uomini del presidente,1976,10,"Biography, Drama, History",138,USA,"English, Spanish",8.0,99874,8500000.0,70600000,62100000.0,84.0
17365,Piccoli gangsters,1976,7,"Comedy, Crime, Family",93,UK,"English, Italian, French",6.9,15820,575000.0,2787725,2212725.0,71.0
17376,Carrie - Lo sguardo di Satana,1976,2,Horror,98,USA,English,7.4,164011,1800000.0,33800000,32000000.0,85.0
17453,"Cielo di piombo, ispettore Callaghan",1976,2,"Action, Crime, Thriller",96,USA,English,6.8,40645,9000000.0,46236000,37236000.0,58.0
17454,Eraserhead - La mente che cancella,1977,1,"Fantasy, Horror",89,USA,English,7.4,99450,10000.0,22179,12179.0,87.0
17547,King Kong,1976,12,"Adventure, Horror",134,USA,English,5.9,29113,24000000.0,52614445,28614445.0,61.0
17583,Il maratoneta,1976,12,"Crime, Thriller",125,USA,"English, French, German, Spanish, Yiddish",7.4,56855,6500000.0,21709020,15209020.0,64.0
17620,Quinto potere,1976,3,Drama,121,USA,English,8.1,141905,3800000.0,23690757,19890757.0,83.0
17635,Il presagio,1976,9,Horror,111,"UK, USA","English, Latin, Italian",7.5,104815,2800000.0,60922980,58122980.0,62.0
17644,Il texano dagli occhi di ghiaccio,1976,9,Western,135,USA,"English, Navajo, Spanish",7.8,64145,3700000.0,31800000,28100000.0,69.0
17653,La pantera rosa sfida l'ispettore Clouseau,1976,12,"Comedy, Crime",103,"UK, USA",English,7.2,27349,6000000.0,33833201,27833201.0,60.0
17688,Rocky,1976,3,"Drama, Sport",120,USA,English,8.1,506246,960000.0,117235147,116275147.0,70.0
17719,L'ultima follia di Mel Brooks,1976,6,Comedy,87,USA,English,6.7,15742,4400000.0,36145695,31745695.0,75.0
17720,Wagon-lits con omicidi,1976,4,"Action, Comedy, Crime",114,USA,English,6.9,17442,6500000.0,51079064,44579064.0,41.0
17738,È nata una stella,1976,1,"Drama, Music, Romance",139,USA,English,6.2,9699,6000000.0,80000000,74000000.0,59.0
17753,Taxi Driver,1976,9,"Crime, Drama",114,USA,"English, Spanish",8.3,703264,1300000.0,28441292,27141292.0,94.0
17829,L'amico americano,1977,1,"Crime, Drama, Mystery",128,"West Germany, France","German, English, French",7.4,13462,3000000.0,3978,-2996022.0,79.0
17836,Io e Annie,1977,9,"Comedy, Romance",93,USA,"English, German",8.0,248254,4000000.0,38287178,34287178.0,92.0
17899,Incontri ravvicinati del terzo tipo,1977,3,"Drama, Sci-Fi",138,USA,"English, French, Spanish, Hindi",7.6,180386,20000000.0,306899494,286899494.0,90.0
17918,Abissi,1977,6,"Adventure, Mystery, Thriller",123,"UK, USA","English, French",6.2,10901,9000000.0,47346365,38346365.0,41.0
17950,L'esorcista II - L'eretico,1977,6,Horror,117,USA,"English, French, Spanish",3.8,21361,14000000.0,30749142,16749142.0,39.0
17972,L'uomo nel mirino,1977,12,"Action, Crime, Thriller",109,USA,English,6.4,20633,5500000.0,26414658,20914658.0,59.0
18000,Gli eroi,1977,11,"Comedy, Drama",112,USA,"English, Spanish",6.1,1604,3200000.0,33500000,30300000.0,35.0
18002,Alta tensione,1977,12,"Comedy, Mystery, Thriller",94,USA,English,6.7,19418,4015000.0,31063038,27048038.0,55.0
18042,Jubilee,1978,2,"Comedy, Drama, Fantasy",106,UK,English,6.1,2821,200000.0,923,-199077.0,79.0
18044,Giulia,1977,1,Drama,117,USA,"English, French, German, Russian",7.2,8497,7840000.0,20714400,12874400.0,58.0
18051,Killer of Sheep,1978,11,Drama,80,USA,English,7.3,5929,100000.0,468460,368460.0,96.0
18064,L'ultima onda,1977,8,"Drama, Fantasy, Mystery",106,Australia,"English, Italian, Aboriginal",7.0,8419,810000.0,1382,-808618.0,85.0
18110,"New York, New York",1977,9,"Drama, Music, Musical",155,USA,English,6.7,17883,14000000.0,16400000,2400000.0,64.0
18133,"Elliott, il drago invisibile",1977,11,"Animation, Adventure, Comedy",128,USA,English,6.4,21937,10000000.0,39588000,29588000.0,46.0
18159,Le avventure di Bianca e Bernie,1977,12,"Animation, Adventure, Comedy",78,USA,English,6.9,56808,7500000.0,71215869,63715869.0,74.0
18176,La febbre del sabato sera,1977,3,"Drama, Music",118,USA,"English, Italian",6.8,69620,3000000.0,237113184,234113184.0,77.0
18192,Esecuzione al braccio 3,1977,7,Drama,100,USA,English,7.0,1074,300000.0,3456,-296544.0,53.0
18202,Il bandito e la madama,1977,12,"Action, Comedy",96,USA,English,7.0,44183,4300000.0,126737428,122437428.0,50.0
18205,Il salario della paura,1977,11,"Adventure, Drama, Thriller",121,"USA, Mexico","English, Spanish, French, German",7.7,17202,22000000.0,5972,-21994028.0,68.0
18210,La spia che mi amava,1977,11,"Action, Adventure, Thriller",125,UK,"English, Italian, Arabic",7.1,96135,14000000.0,46838673,32838673.0,55.0
18216,Guerre stellari,1977,10,"Action, Adventure, Fantasy",121,USA,English,8.6,1204107,11000000.0,775768912,764768912.0,90.0
18339,Tuta blu,1978,2,"Crime, Drama",114,USA,English,7.5,6953,1700000.0,6521083,4821083.0,77.0
18351,The Buddy Holly Story,1978,9,"Biography, Drama, Music",114,USA,English,7.2,8064,1200000.0,14363400,13163400.0,78.0
18384,Tornando a casa,1978,11,"Drama, Romance, War",127,USA,English,7.3,12100,3000000.0,32653905,29653905.0,61.0
18386,Convoy - Trincea d'asfalto,1978,10,"Action, Drama",110,USA,English,6.4,14811,12000000.0,22765081,10765081.0,47.0
18395,La maledizione di Damien,1978,6,Horror,107,"UK, USA",English,6.3,28662,6800000.0,26518355,19718355.0,45.0
18400,I giorni del cielo,1978,5,"Drama, Romance",94,USA,"English, Italian",7.8,51067,3000000.0,3475702,475702.0,93.0
18403,Assassinio sul Nilo,1978,11,"Crime, Drama, Mystery",140,UK,"English, French, Arabic, German",7.3,27349,7920000.0,14560471,6640471.0,59.0
18405,Il cacciatore,1978,2,"Drama, War",183,USA,"English, Russian, Vietnamese, French, Cantonese",8.1,304371,15000000.0,49074243,34074243.0,86.0
18425,La fine... della fine,1978,5,"Comedy, Drama",100,USA,English,6.2,3510,3000000.0,44917151,41917151.0,46.0
18428,Filo da torcere,1978,12,"Action, Comedy",114,USA,English,6.4,22714,5000000.0,85196485,80196485.0,41.0
18430,Occhi di Laura Mars,1978,8,"Mystery, Thriller",104,USA,English,6.2,8680,7000000.0,20000000,13000000.0,49.0
18443,Forza 10 da Navarone,1978,1,"Action, Drama, War",118,UK,"English, Croatian, Serbian",6.4,16362,5000000.0,7230000,2230000.0,42.0
18445,Gioco sleale,1978,7,"Comedy, Mystery, Thriller",116,USA,English,6.8,13398,5000000.0,44999621,39999621.0,45.0
18462,Grease - Brillantina,1978,8,"Musical, Romance",110,USA,English,7.2,232940,6000000.0,397217505,391217505.0,70.0
18467,Halloween - La notte delle streghe,1978,4,"Horror, Thriller",91,USA,English,7.8,222418,325000.0,47000000,46675000.0,87.0
18479,Collo d'acciaio,1978,7,"Action, Comedy",99,USA,English,6.4,5865,6000000.0,78000000,72000000.0,70.0
18488,1964: Allarme a N.Y. arrivano i Beatles!,1978,1,"Comedy, Music, Romance",104,USA,English,6.9,4282,2700000.0,1944682,-755318.0,64.0
18504,Interiors,1978,1,Drama,92,USA,English,7.4,17856,10000000.0,10432366,432366.0,67.0
18506,Terrore dallo spazio profondo,1978,2,"Horror, Sci-Fi",115,USA,"English, French",7.4,50992,3500000.0,24946533,21446533.0,75.0
18510,Lo squalo 2,1978,11,"Adventure, Horror, Thriller",116,USA,English,5.8,69533,20000000.0,187884007,167884007.0,51.0
18559,Fuga di mezzanotte,1978,10,"Biography, Crime, Drama",121,"UK, USA","English, Maltese, French, Turkish",7.6,72089,2300000.0,35000000,32700000.0,59.0
18575,Animal House,1978,2,Comedy,109,USA,"English, Italian",7.5,109994,3000000.0,141600000,138600000.0,79.0
18633,La vendetta della pantera rosa,1978,7,"Comedy, Crime, Mystery",99,"UK, USA","English, Latin",6.7,19747,12000000.0,49579269,37579269.0,65.0
18655,Sgt. Pepper's Lonely Hearts Club Band,1978,11,"Adventure, Comedy, Fantasy",113,USA,English,4.2,5866,18000000.0,20378470,2378470.0,27.0
18696,Superman,1978,1,"Action, Adventure, Drama",143,"USA, UK, Canada, Switzerland",English,7.3,156397,55000000.0,300451667,245451667.0,80.0
18727,Up in Smoke,1978,3,"Comedy, Music",86,USA,"English, Spanish",7.0,35523,2000000.0,44364244,42364244.0,57.0
18744,I'm magic,1978,10,"Adventure, Family, Fantasy",134,USA,English,5.4,13517,24000000.0,21049053,-2950947.0,53.0
18761,1941 - Allarme a Hollywood,1979,2,"Action, Comedy, War",118,USA,"English, Japanese, German, Spanish",5.8,30826,35000000.0,92455742,57455742.0,34.0
18765,Airport '80,1979,8,"Action, Drama, Thriller",113,USA,"English, French, Spanish",4.5,5499,14000000.0,13015688,-984312.0,39.0
18768,Alien,1979,10,"Horror, Sci-Fi",117,"UK, USA",English,8.4,768874,11000000.0,108110316,97110316.0,89.0
18776,Amityville Horror,1979,7,Horror,117,USA,English,6.3,34416,4700000.0,86432000,81732000.0,28.0
18782,Apocalypse Now,1979,12,"Drama, Mystery, War",147,USA,"English, French, Vietnamese",8.4,591251,31500000.0,91968688,60468688.0,94.0
18783,La banda delle frittelle di mele 2,1979,6,"Comedy, Family, Western",88,USA,English,6.2,2403,5450000.0,20931111,15481111.0,37.0
18806,The Black Hole - Il buco nero,1979,10,"Action, Sci-Fi",98,USA,English,6.0,22902,20000000.0,35841901,15841901.0,52.0
18809,Black Stallion,1979,10,"Adventure, Family, Sport",118,USA,"English, Arabic, Italian",7.3,11450,2700000.0,37799643,35099643.0,84.0
18822,All American Boys,1979,12,"Comedy, Drama, Romance",101,USA,"English, Italian, French",7.7,21299,2300000.0,16424918,14124918.0,91.0
18849,Sindrome cinese,1979,10,"Drama, Thriller",122,USA,English,7.4,26456,6000000.0,51718367,45718367.0,81.0
18882,Dracula,1979,8,"Drama, Horror, Romance",109,UK,"English, Dutch, Romanian, Russian",6.5,8869,12164000.0,20158970,7994970.0,67.0
18899,Fuga da Alcatraz,1979,10,"Action, Biography, Crime",112,USA,English,7.6,116958,8000000.0,43004381,35004381.0,76.0
18923,"Scusi, dov'è il West?",1979,11,"Comedy, Drama, Western",119,USA,"English, Yiddish",6.4,8344,9000000.0,9346177,346177.0,38.0
18944,1855 - La prima grande rapina al treno,1978,12,"Adventure, Crime, Drama",110,UK,English,6.9,15438,6000000.0,13027857,7027857.0,68.0
18953,Hair,1979,5,"Comedy, Drama, Musical",121,"USA, West Germany",English,7.6,34338,11000000.0,15313606,4313606.0,68.0
18959,Saturn 3,1980,5,"Adventure, Horror, Sci-Fi",96,UK,English,5.2,8178,10000000.0,9000000,-1000000.0,9.0
18994,Kramer contro Kramer,1979,3,Drama,105,USA,English,7.8,129690,8000000.0,106260000,98260000.0,77.0
19004,Il testamento,1978,9,Horror,102,"UK, USA",English,5.7,2468,2500000.0,11364985,8864985.0,31.0
19008,Brian di Nazareth,1979,3,Comedy,94,UK,"English, Latin",8.1,359295,4000000.0,20738770,16738770.0,77.0
19021,Interceptor,1979,1,"Action, Adventure, Sci-Fi",88,"Australia, USA",English,6.9,187876,300000.0,8771757,8471757.0,73.0
19030,Manhattan,1979,10,"Comedy, Drama, Romance",96,USA,English,7.9,129186,9000000.0,40194067,31194067.0,83.0
19035,Polpette,1979,6,Comedy,94,Canada,English,6.2,18710,1600000.0,43046003,41446003.0,60.0
19039,Meteor,1979,10,"Action, Drama, Sci-Fi",108,"USA, Hong Kong","English, Russian",5.0,6480,16000000.0,8400000,-7600000.0,27.0
19041,Moonraker - Operazione spazio,1979,9,"Action, Adventure, Sci-Fi",126,"UK, France","English, Italian, Portuguese",6.3,88721,34000000.0,210308099,176308099.0,66.0
19042,American Graffiti 2,1979,8,"Comedy, Drama, War",110,USA,"English, Icelandic",5.3,3991,3000000.0,15014674,12014674.0,44.0
19083,Il campo di cipolle,1979,8,"Crime, Drama",122,USA,English,6.8,4429,2000000.0,9890597,7890597.0,57.0
19097,Fantasmi,1979,3,"Horror, Sci-Fi",89,USA,English,6.8,31329,300000.0,11988469,11688469.0,72.0
19115,Profezia,1979,9,"Horror, Sci-Fi, Thriller",102,USA,English,5.5,4315,12000000.0,18389402,6389402.0,41.0
19136,Rocky II,1979,9,"Drama, Sport",119,USA,"English, Italian",7.3,187094,7000000.0,85182160,78182160.0,61.0
19139,The Rose,1979,11,"Drama, Music, Romance",125,USA,English,7.0,7687,8500000.0,29174648,20674648.0,67.0
19142,Lupin III: Il castello di Cagliostro,1979,7,"Animation, Adventure, Family",100,Japan,"Japanese, English, French",7.7,25940,5000000000.0,295200,-4999704800.0,71.0
19185,Star Trek,1979,4,"Adventure, Mystery, Sci-Fi",132,USA,"English, Klingon",6.4,79886,35000000.0,82604699,47604699.0,48.0
19202,Tess,1979,3,"Drama, Romance",186,"UK, France",English,7.3,14866,12000000.0,20101247,8101247.0,82.0
19238,I guerrieri della notte,1979,8,"Action, Crime, Thriller",92,USA,English,7.6,91839,4000000.0,22490039,18490039.0,65.0
19240,Quando chiama uno sconosciuto,1979,10,"Horror, Mystery, Thriller",97,USA,English,6.5,9387,1500000.0,21411158,19911158.0,58.0
19265,Dalle 9 alle 5... orario continuato,1980,3,Comedy,109,USA,"English, French",6.8,26790,10000000.0,103300143,93300143.0,58.0
19268,L'aereo più pazzo del mondo,1980,10,Comedy,88,USA,English,7.7,208636,3500000.0,83453539,79953539.0,78.0
19277,American Gigolo,1980,8,"Crime, Drama, Mystery",117,USA,"English, Swedish, French, German",6.3,21067,4800000.0,22743674,17943674.0,57.0
19280,Fai come ti pare,1980,12,"Action, Comedy",116,USA,English,6.2,17116,15000000.0,70687344,55687344.0,51.0
19284,Atlantic City,1980,12,"Crime, Drama, Romance",104,"France, Canada","English, French",7.3,14719,7200000.0,12729675,5529675.0,85.0
19303,Il grande uno rosso,1980,10,"Drama, War",113,USA,"English, French, Italian, German",7.1,18356,4500000.0,7206823,2706823.0,77.0
19310,Laguna blu,1980,7,"Adventure, Drama, Romance",104,USA,English,5.8,61645,4500000.0,58853106,54353106.0,31.0
19311,The Blues Brothers - I fratelli Blues,1980,11,"Adventure, Comedy, Crime",133,USA,English,7.9,178921,27000000.0,115229890,88229890.0,60.0
19316,Bronco Billy,1980,6,"Action, Adventure, Comedy",116,USA,English,6.1,10653,6500000.0,24265659,17765659.0,66.0
19317,Brubaker,1980,6,"Crime, Drama",131,USA,English,7.2,15651,9000000.0,37121708,28121708.0,54.0
19323,Palla da golf,1980,1,"Comedy, Sport",98,USA,English,7.3,102977,6000000.0,39846344,33846344.0,48.0
19331,Carny un corpo per due uomini,1980,1,Drama,107,USA,English,6.4,1867,5500000.0,1817720,-3682280.0,68.0
19362,Cruising,1980,10,"Crime, Drama, Mystery",102,"West Germany, USA",English,6.5,18376,11000000.0,19814523,8814523.0,43.0
